Triangulated,Connected,Graph
true,true,"[[2,4,6,10,13,14,15,19,20,23,24,26,30,36],[4,20,25,27,29,36],[0,4,6,7,10,12,15,36],[4,14,16,18,28,29,30,33,36],[0,1,2,3,6,8,13,15,17,28,31,32],[11,15,23,35],[0,2,4,9,10,11,16,20],[2,21,22,25,29,31,36],[4,11,12,20,26,31,32],[6,10,16,25,27,33,34,35],[0,2,6,9,17,19,23,26,32,34],[5,6,8,16,25,26,27],[2,8,16,17,19,23,25],[0,4,16,25,30],[0,3,15,17,21,29,32,35],[0,2,4,5,14,17,22,25,28,29,35],[3,6,9,11,12,13,20,22,26,28,31,34],[4,10,12,14,15,18,19,20,23],[3,17,19,31],[0,10,12,17,18,21,23,24,25,26,30],[0,1,6,8,16,17,21,23,26,29,31,34,35],[7,14,19,20,25,26,27,33],[7,15,16,27,29,30,35],[0,5,10,12,17,19,20],[0,19,29,30,31,33],[1,7,9,11,12,13,15,19,21,26,27,28,29,34],[0,8,10,11,16,19,20,21,25,27,32,35],[1,9,11,21,22,25,26],[3,4,15,16,25,31,35],[1,3,7,14,15,20,22,24,25,32],[0,3,13,19,22,24],[4,7,8,16,18,20,24,28,33,34,35],[4,8,10,14,26,29,34,35,36],[3,9,21,24,31,34,35],[9,10,16,20,25,31,32,33],[5,9,14,15,20,22,26,28,31,32,33],[0,1,2,3,7,32]]"
true,true,"[[5,7,12,15,20,21,23,29,35],[4,5,7,8,13,18,19,21,23,24,25,26,27,31,32,35],[6,17,21,25,28,30,31,34,35],[4,5,6,7,12,18,19,20,22,24,32,33],[1,3,6,7,9,14,27,28],[0,1,3,6,7,14,19,22,24],[2,3,4,5,12,14,16,18,21,24,27,30,31],[0,1,3,4,5,13,14,17,24,30,33,36],[1,12,18,23,33,34],[4,10,17,21,22,24,28,29,31,35,36],[9,11,12,14,15,19,20,21,26,28,29,30,34,36],[10,17,22,35,36],[0,3,6,8,10,14,22,26,36],[1,7,15,22,34,35],[4,5,6,7,10,12,16,26,28,31],[0,10,13,16,21,32,35],[6,14,15,17,21,24,28,31,33,35],[2,7,9,11,16,19,21,22,35],[1,3,6,8,23,24,26,29,30,34],[1,3,5,10,17,22,24,25,28,34],[0,3,10,22],[0,1,2,6,9,10,15,16,17,26,29,31,36],[3,5,9,11,12,13,17,19,20,31,33,36],[0,1,8,18,26,29,34],[1,3,5,6,7,9,16,18,19,25,30,35,36],[1,2,19,24,27,35,36],[1,10,12,14,18,21,23,29,34,35],[1,4,6,25,31,32],[2,4,9,10,14,16,19,34,36],[0,9,10,18,21,23,26],[2,6,7,10,18,24,32],[1,2,6,9,14,16,21,22,27],[1,3,15,27,30],[3,7,8,16,22,35],[2,8,10,13,18,19,23,26,28],[0,1,2,9,11,13,15,16,17,24,25,26,33,36],[7,9,10,11,12,21,22,24,25,28,35]]"
true,true,"[[1,5,11,13,19,21,22,23,25,29,31],[0,4,5,6,10,14,16,18,19,21,23,30,34],[4,7,8,18,20,29,30,31,34],[6,11,14,22,23,24,28,30,34,36],[1,2,11,17,21,23,25,26,29],[0,1,7,10,20,21,32],[1,3,15,16,17,20,21,23,28,32,36],[2,5,10,13,18,20,21,29,30],[2,11,12,14,19,21,23,25,32,34],[10,15,16,17,21,23,30],[1,5,7,9,15,20,23,24,27,33],[0,3,4,8,14,16,22,23,31,33],[8,17,21,22,27,31,33,34,36],[0,7,22,24,32,33,36],[1,3,8,11,19,22,28,33],[6,9,10,17,20,23,24,31,32,33,35,36],[1,6,9,11,20,21,22,23,24,25,29],[4,6,9,12,15,19,22,29,30,32],[1,2,7,21,22,24,32],[0,1,8,14,17,21,22,23,25,30,32,34],[2,5,6,7,10,15,16,23,26,29,35],[0,1,4,5,6,7,8,9,12,16,18,19,30,31,32,35],[0,3,11,12,13,14,16,17,18,19,34],[0,1,3,4,6,8,9,10,11,15,16,19,20,29,31,33],[3,10,13,15,16,18,26,27,28,29,30,31,33],[0,4,8,16,19,28,31,34],[4,20,24,28,29],[10,12,24,30,32,33,34],[3,6,14,24,25,26,31,32,33,36],[0,2,4,7,16,17,20,23,24,26,32,36],[1,2,3,7,9,17,19,21,24,27,32,33,36],[0,2,11,12,15,21,23,24,25,28],[5,6,8,13,15,17,18,19,21,27,28,29,30,36],[10,11,12,13,14,15,23,24,27,28,30],[1,2,3,8,12,19,22,25,27],[15,20,21],[3,6,12,13,15,28,29,30,32]]"
true,true,"[[2,3,10,12,17,18,20,21,22,27,29],[2,10,11,12,13,15,18,20,24,25,32,33],[0,1,8,11,12,19,30],[0,9,23,24,27,30,36],[7,13,19,20,22,24,26,29,30,31,35],[10,16,25,33],[9,10,11,22,25,29,30,31,35],[4,9,10,11,20,25,28,29,33,34,35,36],[2,13,15,23,25,26,30,34,35,36],[3,6,7,25,26,28],[0,1,5,6,7,11,14,18,23,25,32],[1,2,6,7,10,16,17,18,19,21,22,23,30,34,35],[0,1,2,16,17,19,21,22,25],[1,4,8,20,27,31,32,33],[10,20,23,29,33,35],[1,8,18,21,24,25,32,33,36],[5,11,12,19,23,25,27,30,32,36],[0,11,12,19,20,29,35,36],[0,1,10,11,15,19,33,35],[2,4,11,12,16,17,18,21,22,23,24,27,36],[0,1,4,7,13,14,17,24,25,31,33,36],[0,11,12,15,19,22,24,26,28,34,36],[0,4,6,11,12,19,21,25,27,29,30,35],[3,8,10,11,14,16,19,36],[1,3,4,15,19,20,21,27,31,32,36],[1,5,6,7,8,9,10,12,15,16,20,22,29,31,34,36],[4,8,9,21,27,29,30,36],[0,3,13,16,19,22,24,26,30,32,35],[7,9,21,29,31,33,34,35],[0,4,6,7,14,17,22,25,26,28,35],[2,3,4,6,8,11,16,22,26,27,34,36],[4,6,13,20,24,25,28,35,36],[1,10,13,15,16,24,27,33,36],[1,5,7,13,14,15,18,20,28,32,35],[7,8,11,21,25,28,30],[4,6,7,8,11,14,17,18,22,27,28,29,31,33],[3,7,8,15,16,17,19,20,21,23,24,25,26,30,31,32]]"
true,true,"[[9,11,14,16,17,20,21,24,29],[2,6,8,9,13,19,22,23,24,28,29,32,33],[1,6,7,9,10,17,19,21,23,30,33,34],[7,9,18,23,30],[10,11,16,17,18,20,21,23,24,25,26,27,28,30,33,36],[9,13,17,18,25,26,31,34],[1,2,8,13,14,15,24,27,28,33],[2,3,16,17,19,20,21,23,25,26,28,29,32,35,36],[1,6,10,11,16,22],[0,1,2,3,5,16,21,29,30,36],[2,4,8,11,17,18,22,23,27,31,33,36],[0,4,8,10,12,17,19,22,24,29,31,32],[11,13,18,20,24,27,29,30],[1,5,6,12,22,27,31,33,35],[0,6,16,19,21,22,23,28,30],[6,17,30,31,33],[0,4,7,8,9,14,20,24,28,29,30],[0,2,4,5,7,10,11,15,19,20,24,25,34],[3,4,5,10,12,26,32,34],[1,2,7,11,14,17,21,28,30,32],[0,4,7,12,16,17,29],[0,2,4,7,9,14,19,26,30,35],[1,8,10,11,13,14,23,28,31,32,33],[1,2,3,4,7,10,14,22,24,28],[0,1,4,6,11,12,16,17,23,31,32,34],[4,5,7,17,27,29,32,36],[4,5,7,18,21,29,35],[4,6,10,12,13,25,28,33],[1,4,6,7,14,16,19,22,23,27],[0,1,7,9,11,12,16,20,25,26,34],[2,3,4,9,12,14,15,16,19,21,35],[5,10,11,13,15,22,24,34],[1,7,11,18,19,22,24,25,34],[1,2,4,6,10,13,15,22,27,34,36],[2,5,17,18,24,29,31,32,33,36],[7,13,21,26,30,36],[4,7,9,10,25,33,34,35]]"
true,true,"[[2,7,10,15,17,19,24,25,36],[5,7,8,13,14,15,22,31,32,35,36],[0,6,8,9,12,20,21,32,34],[9,18,22,33,36],[5,6,13,18,22,24,31],[1,4,7,11,13,18,26,28,29,31,32],[2,4,7,10,11,17,19,21,25,28],[0,1,5,6,8,9,12,22,24,29,32,33,36],[1,2,7,11,21,22],[2,3,7,14,15,16,18,20,25],[0,6,19,35],[5,6,8,14,15,16,20,24,26,29,35],[2,7,16,19,23,33],[1,4,5,15,18,19,22,23,32,33],[1,9,11,19,34,36],[0,1,9,11,13,22,23,25,26,27,30,32,33,34,35,36],[9,11,12,18,21,25,27,35],[0,6,20,25,35],[3,4,5,9,13,16,28,35],[0,6,10,12,13,14,21,24,26,27,32,34,36],[2,9,11,17,22,27,28],[2,6,8,16,19,26,32],[1,3,4,7,8,13,15,20,25,26,32,34],[12,13,15,25,34],[0,4,7,11,19,36],[0,6,9,15,16,17,22,23,30,36],[5,11,15,19,21,22,32,36],[15,16,19,20,29,32,33,34],[5,6,18,20,31,32,36],[5,7,11,27,31,32],[15,25,31],[1,4,5,28,29,30,33,36],[1,2,5,7,13,15,19,21,22,26,27,28,29],[3,7,12,13,15,27,31],[2,14,15,19,22,23,27],[1,10,11,15,16,17,18],[0,1,3,7,14,15,19,24,25,26,28,31]]"
true,true,"[[1,3,4,19,25],[0,7,16,19,31,32,34,36],[4,6,14,20,21,30],[0,8,11,13,18,21,23,28],[0,2,9,11,19,20,26,27],[9,12,13,16,20,21,24,32,36],[2,12,18,19,26,27,30],[1,22,23,24,26,27,36],[3,15,23,26,28,30,33,35],[4,5,15,17,19,21,26,27,29,30,32],[11,13,17,18,21,23,34],[3,4,10,13,14,16,17,18,25,28,32],[5,6,14,17,19,21,22,24,36],[3,5,10,11,14,18,23,32,35],[2,11,12,13,16,18,22,23,35],[8,9,17,20,21,22,27,28,34],[1,5,11,14,19,36],[9,10,11,12,15,21,25,30,32,33],[3,6,10,11,13,14,22,26,29,32,36],[0,1,4,6,9,12,16,20,26,31,36],[2,4,5,15,19,22,25,30,32],[2,3,5,9,10,12,15,17,29],[7,12,14,15,18,20,24,26,29,35],[3,7,8,10,13,14,24,25,27,35],[5,7,12,22,23,27,29,32,36],[0,11,17,20,23,30],[4,6,7,8,9,18,19,22,27,29,31,35],[4,6,7,9,15,23,24,26,31,32],[3,8,11,15,35],[9,18,21,22,24,26,34],[2,6,8,9,17,20,25,31],[1,19,26,27,30,32,33,35,36],[1,5,9,11,13,17,18,20,24,27,31,33,36],[8,17,31,32],[1,10,15,29,35,36],[8,13,14,22,23,26,28,31,34],[1,5,7,12,16,18,19,24,31,32,34]]"
true,true,"[[2,3,18,24,27,28,33,36],[4,6,7,17,18,22,23],[0,3,4,8,18,28],[0,2,6,8,14,15,22,25,27],[1,2,12,15,19,32,35],[8,10,12,15,16,22,25,27],[1,3,7,8,9,20,21,25,26,30,31,35],[1,6,9,10,18,23,31,32],[2,3,5,6,10,13,22,24,25,29,30,32],[6,7,12,17,21,24,33],[5,7,8,14,18,19,23,26,29,33],[12,14,17,20,21,22,29,33,34,35,36],[4,5,9,11,17,25,30],[8,16,22,27,31,32,34],[3,10,11,21,23,24,26,27,29,30,31],[3,4,5,19,25],[5,13,25,34,35],[1,9,11,12,20],[0,1,2,7,10,19,28,30,31,32,34,36],[4,10,15,18,24,33,36],[6,11,17,26,31],[6,9,11,14,23,24,28,31],[1,3,5,8,11,13,31],[1,7,10,14,21,25,28,30,34],[0,8,9,14,19,21,30,31,32,33,35],[3,5,6,8,12,15,16,23,27,29],[6,10,14,20,29,33],[0,3,5,13,14,25,28,33],[0,2,18,21,23,27,35],[8,10,11,14,25,26,35],[6,8,12,14,18,23,24,33],[6,7,13,14,18,20,21,22,24],[4,7,8,13,18,24],[0,9,10,11,19,24,26,27,30],[11,13,16,18,23],[4,6,11,16,24,28,29],[0,11,18,19]]"
true,true,"[[10,11,13,16,20,21,23,25,30],[3,4,7,12,14,17,18,23,26,31,35],[3,5,6,11,15,18,19,21,24,26,29,32,36],[1,2,8,14,36],[1,11,13,16,20,30,32,33,36],[2,15,21,22,24,31],[2,15,24,29,34],[1,8,19,20,21,22,23,28,33],[3,7,11,15,16,30,32,35],[14,16,28,29,35],[0,16,17,18,23,24,29,31,36],[0,2,4,8,15,25,27],[1,16,19,22,29],[0,4,18,20,24,26,27,28,29,30,31,34,36],[1,3,9,17,21,22,24,27,29],[2,5,6,8,11],[0,4,8,9,10,12,17,20,24,25,28,30,36],[1,10,14,16,20,22,26,30,33,35,36],[1,2,10,13,21,23,27,34],[2,7,12,25,29,31,33,35],[0,4,7,13,16,17,21,29,34],[0,2,5,7,14,18,20,22,28,36],[5,7,12,14,17,21,23,25,31],[0,1,7,10,18,22,24,30,31,36],[2,5,6,10,13,14,16,23,33,35],[0,11,16,19,22,32,33,35],[1,2,13,17,28,35],[11,13,14,18],[7,9,13,16,21,26,30,31,36],[2,6,9,10,12,13,14,19,20],[0,4,8,13,16,17,23,28],[1,5,10,13,19,22,23,28,35],[2,4,8,25,33],[4,7,17,19,24,25,32,35],[6,13,18,20,35,36],[1,8,9,17,19,24,25,26,31,33,34],[2,3,4,10,13,16,17,21,23,28,34]]"
true,true,"[[5,9,16,18,31,36],[7,11,20,21,23,25,32],[6,8,10,13,14,15,20,30,31,32],[7,8,12,14,20,28,29,31,34,35],[5,8,21,23,28,29,34],[0,4,6,10,13,15,16,22,32],[2,5,8,11,12,15,22,23,30,31,32,33,34,36],[1,3,11,12,16,23,24,29],[2,3,4,6,9,10,11,13,14,16,18,26,29,31,35],[0,8,10,25,29,33,36],[2,5,8,9,17,19,21,24,28,35,36],[1,6,7,8,13,24,26,27,30,31],[3,6,7,16,18,20,24,26,30,31],[2,5,8,11,16,18,25,26,30],[2,3,8,19,22,24,30],[2,5,6,31,34,36],[0,5,7,8,12,13,18,28,29,31],[10,25,26,29,31],[0,8,12,13,16,19,23,25,28,34],[10,14,18,20,25,26,29,30,31,33],[1,2,3,12,19,26,30,34,36],[1,4,10,25,30,32,33],[5,6,14,24,29,31,32,34,36],[1,4,6,7,18,28,36],[7,10,11,12,14,22,26,29,30,31,33,34],[1,9,13,17,18,19,21,30,31,36],[8,11,12,13,17,19,20,24,27,32,33,34,36],[11,26,29,30,35],[3,4,10,16,18,23,29,31],[3,4,7,8,9,16,17,19,22,24,27,28,31,33],[2,6,11,12,13,14,19,20,21,24,25,27,34,36],[0,2,3,6,8,11,12,15,16,17,19,22,24,25,28,29,32,33],[1,2,5,6,21,22,26,31,33,35,36],[6,9,19,21,24,26,29,31,32,34],[3,4,6,15,18,20,22,24,26,30,33],[3,8,10,27,32],[0,6,9,10,15,20,22,23,25,26,30,32]]"
