Triangulated,Connected,Graph
false,false,"[[],[],[],[],[],[],[],[],[],[21,30],[18,31],[32],[29],[24],[],[],[],[31,36],[10],[],[],[9],[],[36],[13],[30],[],[],[],[12],[9,25],[10,17],[11],[],[],[],[17,23]]"
false,false,"[[],[14],[32],[34],[21],[33],[25,36],[],[29],[],[25],[],[],[],[1,28],[],[],[],[],[],[31],[4],[],[],[],[6,10],[],[],[14],[8],[],[20],[2],[5],[3],[],[6]]"
false,false,"[[],[],[],[],[],[25],[25],[16],[],[],[13],[30],[],[10],[],[],[7],[],[],[],[],[],[],[],[],[5,6],[],[],[],[],[11],[],[],[],[],[],[]]"
false,false,"[[27],[20,23,25],[26],[11],[9,19],[],[32],[],[],[4],[],[3],[30],[],[],[],[17],[16],[25],[4],[1],[],[],[1],[],[1,18],[2],[0],[],[],[12],[],[6],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[26],[],[],[],[31],[12],[23],[22],[],[],[16,36],[],[],[],[],[20,34,35],[35],[],[31],[31,32],[26]]"
false,false,"[[],[],[15,24],[26],[],[7],[],[5],[],[],[21],[],[],[19],[],[2],[],[],[],[13],[26],[10],[27],[],[2],[],[3,20],[22],[],[34],[35],[],[],[],[29],[30],[]]"
false,false,"[[23],[],[16,22,31],[],[],[],[],[],[13],[],[],[],[],[8,17,31],[29],[16],[2,15],[13],[],[21],[],[19],[2,29],[0],[],[],[],[],[],[14,22],[],[2,13],[],[],[],[],[]]"
false,false,"[[10],[34],[12],[],[],[],[17,18,19],[28],[32],[],[0],[],[2],[],[],[30],[],[6],[6,30],[6],[],[],[34],[],[],[],[],[30],[7],[],[15,18,27],[],[8],[],[1,22],[],[]]"
false,false,"[[],[8],[13],[],[],[],[24],[],[1],[],[],[],[],[2],[],[31],[],[],[30,33],[],[],[],[],[27],[6],[],[],[23],[],[],[18],[15],[],[18],[35],[34],[]]"
false,false,"[[],[9],[20],[],[13,29],[],[],[36],[],[1],[],[19],[17],[4],[],[26],[],[12],[],[11,26],[2],[],[],[],[],[],[15,19],[],[35],[4],[],[],[],[],[],[28],[7]]"
