Triangulated,Connected,Graph
false,true,"[[4,10,11,19,22,24,35,38,43],[3,19,22,24,43,44],[4,10,12,19,22,25,37],[1,11,13,14,19,20,23,28,36,38,43],[0,2,28],[21,22,33,38,45],[10,14,29,45],[22,23,29,45],[18,32,43],[26,37,39],[0,2,6,13,22,31,45],[0,3,20,25,26,36],[2,16,17,23,32,38],[3,10,15,25,26,36,43],[3,6,19,25,29,30,35,44],[13,25,26,31],[12,20,33,37],[12,22,25,35,43],[8,19,27,28,32],[0,1,2,3,14,18,20,30,33,34,37,40],[3,11,16,19,25,30,33],[5,26,29,32,37,40,43,45],[0,1,2,5,7,10,17,27,28,33,35,37,38],[3,7,12,27,42],[0,1,33,40],[2,11,13,14,15,17,20,33],[9,11,13,15,21,27,28,43],[18,22,23,26],[3,4,18,22,26,34,37,41,45],[6,7,14,21],[14,19,20,40],[10,15,38,40],[8,12,18,21,34,35,39],[5,16,19,20,22,24,25,36,40,42],[19,28,32,41],[0,14,17,22,32,42],[3,11,13,33,40],[2,9,16,19,21,22,28,44],[0,3,5,12,22,31],[9,32,41,43],[19,21,24,30,31,33,36],[28,34,39],[23,33,35,44],[0,1,3,8,13,17,21,26,39,44,45],[1,14,37,42,43],[5,6,7,10,21,28,43]]"
false,true,"[[6,7,9,23,37,41],[5,37,42],[5,8,22,26,27,36],[6,9,25,26,41,44],[5,13,14,26,32,45],[1,2,4,15,17,22,38],[0,3,8,15,27,39,41,45],[0,9,15,17,24,30,41,42],[2,6,20,22,32,35],[0,3,7,23,26,29,33,35,37,41,42],[28,39],[27,28,36,44],[45],[4,14,18,34,36,37,40],[4,13,27,34,40,43],[5,6,7,25,27,39],[23,35,38,41,45],[5,7,44],[13,22,37],[38],[8,27,31,33,34,36,38],[28,32,41,43],[2,5,8,18,25,28,33],[0,9,16,32,40],[7,36,42],[3,15,22,30,44],[2,3,4,9,30,36,37,41],[2,6,11,14,15,20],[10,11,21,22,45],[9,36,44],[7,25,26],[20,39],[4,8,21,23,36,37,39],[9,20,22,35,36,42,45],[13,14,20,42],[8,9,16,33,40,45],[2,11,13,20,24,26,29,32,33,39],[0,1,9,13,18,26,32,41],[5,16,19,20,43,45],[6,10,15,31,32,36],[13,14,23,35],[0,3,6,7,9,16,21,26,37],[1,7,9,24,33,34],[14,21,38],[3,11,17,25,29],[4,6,12,16,28,33,35,38]]"
false,true,"[[2,8,11,27,28,32,36,41,43],[10,12,32,33,35,36],[0,8,13,16,17,22,29,45],[22,35,42],[5,8,18,19,39],[4,8,39,43,44],[18,27,40],[17,20,42],[0,2,4,5,21,22,23,28,40],[10,17,29,39],[1,9,29],[0,15,22,25,27,32,41],[1,13,14,15,23,25,28,31,41],[2,12,17,32],[12,15,21,28,29,39,41],[11,12,14,21,25,35],[2,18],[2,7,9,13,22,43],[4,6,16,19,21,27,32,38,44],[4,18,23,25,30,40],[7,25,38,45],[8,14,15,18,24,25,30],[2,3,8,11,17,42],[8,12,19,37,40,45],[21,26,40,43],[11,12,15,19,20,21,28],[24,33,36],[0,6,11,18,28,38],[0,8,12,14,25,27,31],[2,9,10,14,41],[19,21,31,34,38],[12,28,30],[0,1,11,13,18,39,42,45],[1,26,43],[30,37,39,43,44],[1,3,15,39],[0,1,26,44],[23,34,40,41,45],[18,20,27,30,41],[4,5,9,14,32,34,35,42],[6,8,19,23,24,37],[0,11,12,14,29,37,38,44],[3,7,22,32,39],[0,5,17,24,33,34],[5,18,34,36,41],[2,20,23,32,37]]"
false,false,"[[2,9,12,20,40],[9,19,20],[0,7,12,17,20,27,41],[13,35,41,44],[7,12,24,44],[17,33],[26,43],[2,4,12,17,24,41],[25,42],[0,1,16,20,29,33,35,36,37,39,45],[11,13,21,27,28,36,39],[10,17,19,21,29,34,36,42],[0,2,4,7,23,26,32,41,42],[3,10,16,20,33,40,43],[18,20,26,28,30],[27,28,32,33,37,43,45],[9,13,18,20,35,44],[2,5,7,11,19,42,44],[14,16,21,23,42,44],[1,11,17,27,44],[0,1,2,9,13,14,16,21,24,29,32,37,40],[10,11,18,20,24,36,40,44,45],[29,32,39],[12,18,31],[4,7,20,21,33,35,36,40,45],[8,43,45],[6,12,14,32,33],[2,10,15,19,29,36],[10,14,15,41],[9,11,20,22,27,36],[14],[23,34,42,45],[12,15,20,22,26,36,39,42],[5,9,13,15,24,26],[11,31],[3,9,16,24,37],[9,10,11,21,24,27,29,32,40],[9,15,20,35,40],[],[9,10,22,32,41],[0,13,20,21,24,36,37,42],[2,3,7,12,28,39],[8,11,12,17,18,31,32,40],[6,13,15,25,44],[3,4,16,17,18,19,21,43],[9,15,21,24,25,31]]"
false,true,"[[9,25,28,35,37,41,42,43,44],[20,28,45],[9,22,25,26,36,38,42,43,44],[11,12,13,15,18,37,38,40,41],[24,32,35,38],[45],[9,10,13,19,26,40],[15],[15,37],[0,2,6,19,22],[6,11,14,20,26,33,37,42,44],[3,10,24,27,33,42,43],[3,13,18,29,32,35],[3,6,12,24,35,36],[10,18,22,31,44],[3,7,8,42],[23,24,25,32],[24,36],[3,12,14,30,32,33],[6,9,25,32],[1,10,26,32,37,44],[22,26,30,35],[2,9,14,21,25,35,43],[16,33],[4,11,13,16,17,28,36,44],[0,2,16,19,22,31,35,43],[2,6,10,20,21,42],[11,29,31,38,42],[0,1,24,35,36,38],[12,27,40],[18,21,33,38],[14,25,27,32,37,41,44],[4,12,16,18,19,20,31,40],[10,11,18,23,30,35,42],[38],[0,4,12,13,21,22,25,28,33,36],[2,13,17,24,28,35,42,45],[0,3,8,10,20,31,42,45],[2,3,4,27,28,30,34],[43],[3,6,29,32,44],[0,3,31],[0,2,10,11,15,26,27,33,36,37,43],[0,2,11,22,25,39,42],[0,2,10,14,20,24,31,40],[1,5,36,37]]"
false,true,"[[3,14,19,26,29,31,41],[2,8,10,29,30,33,35,38,43,44],[1,18,22,27,29,36],[0,6,14,18,20,29,38],[11,15,18,28,35,36],[9,15,18,23],[3,19,20,22,36],[11,17,26,29,44],[1,12,14,32],[5,13,25,40,41,42],[1,16,18,21,40],[4,7,14,25,39,44],[8,16,19,20,30,45],[9],[0,3,8,11,15,23,31,32,39,43],[4,5,14,23,24,38,44],[10,12,17,22,28],[7,16,29,31,34,35],[2,3,4,5,10,22,25,30,40],[0,6,12,26,34],[3,6,12,23,24,31,34],[10,23,33],[2,6,16,18,23,37],[5,14,15,20,21,22,26,31],[15,20,37,45],[9,11,18,37,38],[0,7,19,23,32,40,42,44,45],[2,33,41,45],[4,16,31],[0,1,2,3,7,17,31],[1,12,18,32,36,41],[0,14,17,20,23,28,29,32,36,43],[8,14,26,30,31,39],[1,21,27,37,42],[17,19,20,42],[1,4,17,38,42],[2,4,6,30,31],[22,24,25,33],[1,3,15,25,35,41],[11,14,32,41],[9,10,18,26],[0,9,27,30,38,39,43],[9,26,33,34,35,45],[1,14,31,41],[1,7,11,15,26],[12,24,26,27,42]]"
false,true,"[[2,5,8,10,19,21,42],[41,45],[0,3,10,14,17,18,21,24,25,26,27,28,33],[2,17,22,32,37,44],[8,12,19,21,45],[0,8,12,19,20,23,25,43],[18,21,22,31,33,37,44],[8,14,18,38,39],[0,4,5,7,30],[12,16,24,25,27,37,39,40,43],[0,2,16,25,26,30,32,34],[15,22,35,42],[4,5,9,13,21,22,24,30,32,36,39],[12,16,32],[2,7,22,24,30],[11,33,34,36],[9,10,13,20,31,32],[2,3,20,22],[2,6,7,34,36],[0,4,5,20,43],[5,16,17,19,26,29,30,39],[0,2,4,6,12,27,31,32,43],[3,6,11,12,14,17,29,33,45],[5,24,26,42,45],[2,9,12,14,23,30,40],[2,5,9,10,42],[2,10,20,23,29,35,36,42],[2,9,21,28,29,30,37],[2,27,29,32,38],[20,22,26,27,28,34],[8,10,12,14,20,24,27,33,34,44],[6,16,21,32,41],[3,10,12,13,16,21,28,31,33,37,44,45],[2,6,15,22,30,32,35,39,40],[10,15,18,29,30,40,41,44],[11,26,33,43],[12,15,18,26,43],[3,6,9,27,32,40,41,45],[7,28],[7,9,12,20,33],[9,24,33,34,37,41,45],[1,31,34,37,40,43],[0,11,23,25,26],[5,9,19,21,35,36,41,44],[3,6,30,32,34,43],[1,4,22,23,32,37,40]]"
false,true,"[[2,12,14,30],[10,18,31,32,35,37,38,40],[0,6,8,14,16,18,25],[9,11,19,25,28,34],[19,28,34,38],[13,26,29,32,37,40,45],[2,22,25,30,44],[8,9,12,15,19,22,27],[2,7,23,33,34,42],[3,7,13,15,31,37,43],[1,24,28,30,33,36,40],[3,39,44],[0,7,14,18,22,25,33],[5,9,16,30,31,32,36,42],[0,2,12,18,30,35],[7,9,24,29,30,31,33,37,40,43,45],[2,13,23,30,35,38],[32,33,34,37,42],[1,2,12,14],[3,4,7,24,33,41,43],[29,38,39,42,43],[28,42,44],[6,7,12,23,29,31,34,35,39],[8,16,22,37],[10,15,19],[2,3,6,12,38,40],[5,40],[7,42],[3,4,10,21,41],[5,15,20,22,34,36],[0,6,10,13,14,15,16,31,33,40,42,45],[1,9,13,15,22,30,41,44,45],[1,5,13,17,34,39,41],[8,10,12,15,17,19,30,38,39,40],[3,4,8,17,22,29,32],[1,14,16,22],[10,13,29,41,42,44],[1,5,9,15,17,23],[1,4,16,20,25,33,39,43],[11,20,22,32,33,38,40],[1,5,10,15,25,26,30,33,39,44,45],[19,28,31,32,36],[8,13,17,20,21,27,30,36],[9,15,19,20,38],[6,11,21,31,36,40],[5,15,30,31,40]]"
false,true,"[[8,11,16,19,21,30,37],[5,19,35,38,44],[12,23,24,30,39],[9,13,20,21,27,45],[8,15,19],[1,13,24,30,41],[9,29,33],[17,26,36,37],[0,4,18,21,22,31,32,45],[3,6,17,19,22,24,33,36,37,39,42],[18],[0,17],[2,22,26,27],[3,5,29,31,43,44],[17,22,30,39,40,42],[4,25,42],[0,18,31,38,44,45],[7,9,11,14,26,28,36,42],[8,10,16,29],[0,1,4,9,33,36,37,39,44],[3,22,25],[0,3,8,25],[8,9,12,14,20,29,33,36,38,43],[2],[2,5,9,30,40,43],[15,20,21,34,37,45],[7,12,17,36,41],[3,12],[17,36,37,44,45],[6,13,18,22],[0,2,5,14,24,38],[8,13,16,38,42,44],[8,45],[6,9,19,22],[25,40,43],[1],[7,9,17,19,22,26,28,38,43],[0,7,9,19,25,28],[1,16,22,30,31,36,45],[2,9,14,19,41],[14,24,34,41],[5,26,39,40,44],[9,14,15,17,31],[13,22,24,34,36],[1,13,16,19,28,31,41],[3,8,16,25,28,32,38]]"
false,true,"[[2,23,24],[9,10,25,29,35,37],[0,4,10,13,25,34,39],[9,13,15,16,30,31,43],[2,9,13,15,25],[16,27,38,41,43],[31,34,38,43,45],[15,17,24,33,40,44],[10,15,24,25,32,35],[1,3,4,10,12,25],[1,2,8,9,31,42,43],[17,19,23,33,34,36,37,42],[9,13,19,23,39],[2,3,4,12,21,26,37],[32,41],[3,4,7,8,21,39],[3,5,39,40],[7,11,19,21,44],[29,34],[11,12,17,35,38],[24,26],[13,15,17,29,39,43],[26,35,45],[0,11,12,25],[0,7,8,20,26,34,45],[1,2,4,8,9,23,39],[13,20,22,24,28,41],[5,31,34,37,40],[26,32,38],[1,18,21,41],[3,34],[3,6,10,27,33,34,45],[8,14,28,35,41],[7,11,31,44],[2,6,11,18,24,27,30,31,45],[1,8,19,22,32,38,40],[11,43],[1,11,13,27,40],[5,6,19,28,35,39,40],[2,12,15,16,21,25,38,40,43],[7,16,27,35,37,38,39],[5,14,26,29,32],[10,11,43],[3,5,6,10,21,36,39,42,45],[7,17,33],[6,22,24,31,34,43]]"
