Triangulated,Connected,Graph
false,false,"[[39],[9,33],[3,12],[2,35],[],[16],[32],[9],[42],[1,7],[],[],[2,27],[33],[34,41],[31,41],[5],[18,25,33],[17],[45],[],[],[28],[42],[],[17],[],[12],[22,36,42],[],[39],[15,41],[6],[1,13,17,43],[14,39],[3],[28],[],[],[0,30,34],[],[14,15,31],[8,23,28],[33],[],[19]]"
false,false,"[[],[7],[41],[10,34],[6,36],[8,15],[4,15,32,41],[1,21,23],[5,14,31],[43],[3,20,39,41],[],[],[],[8,29],[5,6],[],[33],[],[],[10,45],[7],[],[7,37],[],[29],[],[],[],[14,25],[36],[8],[6],[17],[3,37],[45],[4,30,45],[23,34],[],[10,42],[],[2,6,10],[39],[9],[],[20,35,36]]"
false,false,"[[15,23,43],[17,28],[22],[32,37,41],[41],[18,42,43],[36],[],[16],[],[43],[15,23,43],[],[21,22,38],[39],[0,11,26,33],[8,22,44],[1,24,31],[5,25,40],[26],[33],[13],[2,13,16,33],[0,11],[17],[18,27,31],[15,19],[25,28,42],[1,27,44],[],[],[17,25],[3],[15,20,22],[37],[],[6,38],[3,34,43],[13,36,40],[14,44],[18,38,45],[3,4],[5,27],[0,5,10,11,37],[16,28,39],[40]]"
false,false,"[[1,12,19],[0,26,36,39],[18,24,35,37],[38],[22],[21],[34],[15,22,27],[31],[11,39],[24,33,43],[9,43],[0],[30],[28,30],[7],[],[23],[2,40],[0],[],[5,36],[4,7,24,29,32],[17],[2,10,22],[],[1],[7],[14],[22,40],[13,14],[8,41],[22,33],[10,32],[6,40],[2],[1,21],[2],[3],[1,9,45],[18,29,34],[31],[],[10,11],[],[39]]"
false,false,"[[7,27,42],[22],[37],[11,26],[],[10,40,42],[8,14,22],[0],[6,9,11],[8,14],[5,29],[3,8,17,29],[44],[30,41],[6,9,27],[28],[19,41],[11],[44],[16,35,40],[],[44],[1,6,25,40,45],[40],[],[22],[3],[0,14,28],[15,27],[10,11,31,32],[13,37],[29],[29],[37],[38],[19],[],[2,30,33,40],[34],[],[5,19,22,23,37],[13,16],[0,5],[],[12,18,21],[22]]"
false,false,"[[],[32,36],[7],[4,14,45],[3,25],[27,38],[12,29,36],[2,17,27,28],[35],[28,39],[],[14,24],[6,22],[27,28,40],[3,11,19,44],[],[24,38],[7,20],[35],[14,25,38],[17],[],[12,35,36],[],[11,16,28],[4,19,36],[35,42],[5,7,13,35,40],[7,9,13,24],[6],[],[37],[1],[],[],[8,18,22,26,27,38,45],[1,6,22,25,39],[31],[5,16,19,35],[9,36],[13,27],[],[26,45],[],[14],[3,35,42]]"
false,false,"[[13,21],[37],[25],[26],[20,38],[11],[28,42,44],[],[18,21],[16],[41],[5,13],[],[0,11],[32,45],[35,43],[9,21],[],[8],[],[4,28],[0,8,16],[45],[],[],[2],[3],[],[6,20],[],[],[35,43],[14,33,37,41],[32],[],[15,31],[],[1,32],[4],[],[45],[10,32],[6],[15,31],[6],[14,22,40]]"
false,false,"[[14,39],[25],[],[12,25,29],[30,35],[40,42],[38],[39],[22],[12,29,42],[20],[20,33,35],[3,9],[44],[0],[24,38],[],[22],[23,42],[],[10,11],[24],[8,17],[18],[15,21],[1,3],[],[],[34,42],[3,9,40,42],[4],[38,40],[],[11],[28],[4,11],[],[],[6,15,31,40],[0,7],[5,29,31,38],[],[5,9,18,28,29],[],[13],[]]"
false,false,"[[14,21,39],[3,17,29],[],[1],[],[],[],[24],[16],[19,22,31],[30],[23,35],[36],[36],[0],[22,29],[8,20,27],[1,32],[],[9,42],[16,42],[0,22],[9,15,21,23],[11,22],[7],[],[],[16,42],[41,42],[1,15,43],[10],[9,39],[17],[],[41],[11,36],[12,13,35],[],[39],[0,31,38],[],[28,34],[19,20,27,28],[29],[],[]]"
false,false,"[[22],[43],[45],[],[41],[],[13,14,18],[22,25],[29],[45],[30],[19,38],[15,43],[6],[6,25,30,41],[12,17,37,43],[20],[15,39],[6],[11,23,31,37],[16,32],[],[0,7,38,40],[19],[],[7,14],[],[],[33,36],[8,36],[10,14],[19],[20,40],[28],[39],[],[28,29],[15,19,45],[11,22],[17,34],[22,32,42],[4,14,45],[40],[1,12,15],[],[2,9,37,41]]"
