Triangulated,Connected,Graph
false,false,"[[3,7,13,28],[21,27,28],[27,30,32],[0,5,41],[29,30],[3,19,29],[10,12,33],[0,24,36],[9,25,44],[8],[6,42],[20,30],[6,17,34,41,42],[0,30,42],[27,28,32],[21,27,36],[32,41],[12,28],[],[5,32,41],[11],[1,15,25,41],[],[26,34,44],[7,28,33,40],[8,21,33,37],[23],[1,2,14,15],[0,1,14,17,24],[4,5,41],[2,4,11,13,42],[33,41],[2,14,16,19,33,38],[6,24,25,31,32],[12,23],[],[7,15,39,42],[25],[32],[36,44],[24],[3,12,16,19,21,29,31],[10,12,13,30,36],[],[8,23,39]]"
false,false,"[[9,10,22,37],[7,9,32],[11,17,22,24,34,38],[30,38],[18,22],[38],[10],[1,30,38],[16,17,30,42],[0,1,31,40],[0,6,14,19,29,30,36],[2,12],[11,31,34],[26,29,39,43],[10,16,22,41],[30,35],[8,14,26],[2,8,18,24],[4,17],[10],[22,42,43],[],[0,2,4,14,20,43],[29,40],[2,17,30,35,42,44],[35],[13,16],[44],[],[10,13,23,39],[3,7,8,10,15,24],[9,12,44],[1],[39],[2,12,42,44],[15,24,25],[10],[0],[2,3,5,7],[13,29,33],[9,23],[14],[8,20,24,34],[13,20,22],[24,27,31,34]]"
false,false,"[[7,21,31],[32,33],[29,30],[6,24,39],[10,11,25],[13,15,31,43],[3,11,16,30,39],[0,14,34],[24,30],[14,17],[4,28],[4,6,18,22,31,33],[],[5,42],[7,9,24,26],[5,23],[6,30],[9],[11],[25],[25,31],[0,29,32,42],[11,30,36,38],[15],[3,8,14,41],[4,19,20],[14],[35,37],[10],[2,21],[2,6,8,16,22],[0,5,11,20,36],[1,21,38],[1,11],[7],[27,37,39],[22,31],[27,35],[22,32],[3,6,35,40],[39],[24],[13,21],[5],[]]"
false,false,"[[],[4,5,21,27],[19,27],[13],[1],[1,14,23,43],[15],[15,32],[16],[19],[],[28,35],[13,17],[3,12,16,42],[5,23,43],[6,7,23,36,37],[8,13,35,41],[12,24],[],[2,9,21,37,44],[],[1,19,33],[24],[5,14,15],[17,22],[42],[],[1,2,38],[11,37,42],[36,38],[],[],[7],[21,43],[35],[11,16,34],[15,29],[15,19,28],[27,29],[],[],[16],[13,25,28],[5,14,33],[19]]"
false,false,"[[8,23,39],[5,12],[4,9,24,26,28],[25,27,34],[2,17,21,24,31,41],[1,28],[28],[10,19],[0,36],[2,18],[7,19,26],[17,22],[1,27,28,39],[26,35],[31],[29,35,37],[21,22],[4,11,32,41],[9,30,39],[7,10,25],[],[4,16,42],[11,16],[0,28],[2,4,44],[3,19],[2,10,13,34,39],[3,12],[2,5,6,12,23,38],[15,38],[18],[4,14],[17],[40,41],[3,26],[13,15,42],[8],[15],[28,29,42],[0,12,18,26],[33],[4,17,33],[21,35,38],[],[24]]"
false,false,"[[10,31,32,41],[5,23,35],[17,24],[10,22,25,33],[],[1,31],[39],[30],[33],[11,18,26,33],[0,3,13,27,39],[9,25,37,42],[18,41],[10],[],[27,44],[37,42],[2],[9,12,36,44],[34,37],[24],[33],[3,42,44],[1],[2,20,25],[3,11,24],[9,34,43],[10,15],[43],[],[7,31],[0,5,30],[0],[3,8,9,21,34,38],[19,26,33],[1],[18],[11,16,19],[33,41],[6,10,41],[],[0,12,38,39],[11,16,22],[26,28],[15,18,22]]"
false,false,"[[4,33],[30,34],[4,12,15,27,31,37],[16],[0,2,5,6,7,12,24,36],[4,13,27],[4,8,22,27,37,43],[4,19,22,25,31,41,44],[6,29],[],[22,44],[],[2,4],[5,26,29,37],[28],[2,34,39,43],[3,20],[28,39,42],[23,26],[7],[16,33,42],[23,34,36],[6,7,10,29,34,35],[18,21,30],[4,28,43],[7,34],[13,18,27,31,33],[2,5,6,26,32,38,40],[14,17,24,34,35,43],[8,13,22,43],[1,23,42],[2,7,26,41],[27,39],[0,20,26,36,39],[1,15,21,22,25,28],[22,28],[4,21,33],[2,6,13,38],[27,37,42],[15,17,32,33,41],[27,41,43],[7,31,39,40],[17,20,30,38,44],[6,15,24,28,29,40],[7,10,42]]"
false,true,"[[4,10,14,15,42],[6,10,14,22,39],[30,34,39,42,44],[9],[0,31],[17,20,42],[1,18],[24,26,36,42,44],[10,17,26],[3,27],[0,1,8,18,40],[16,19,24,39,40,42],[15],[19,21,30],[0,1,29,43],[0,12,17,28,29,36,38,44],[11,20],[5,8,15,33,38],[6,10,34],[11,13,38],[5,16],[13],[1,36,42],[41],[7,11,28,37],[42],[7,8,27,40],[9,26,39,44],[15,24,32,35,39],[14,15,31],[2,13],[4,29],[28,44],[17],[2,18,40],[28],[7,15,22,39],[24,42],[15,17,19],[1,2,11,27,28,36],[10,11,26,34,41,44],[23,40],[0,2,5,7,11,22,25,37],[14],[2,7,15,27,32,40]]"
false,false,"[[7,43,44],[23],[23],[11,21,39],[21,30,35],[9,13,19,21,27,28,39],[14,16,41,43],[0,35,42],[],[5],[19,30,32],[3,29,39],[34,38],[5,29,34,37,42,44],[6],[28,33,36,43],[6],[29,40],[23,42,44],[5,10,36],[26,41],[3,4,5],[26],[1,2,18,28,42],[34,37,44],[27],[20,22,27,32,36,43],[5,25,26,28,40,44],[5,15,23,27],[11,13,17,36],[4,10,33],[42,44],[10,26,41],[15,30],[12,13,24],[4,7],[15,19,26,29],[13,24,40],[12],[3,5,11],[17,27,37],[6,20,32],[7,13,18,23,31,43],[0,6,15,26,42],[0,13,18,24,27,31]]"
false,false,"[[11,14,25,42],[7],[11],[12,30,31,33],[6,29],[18,28],[4,8,24,29,41],[1,24,39],[6],[32],[37],[0,2,31],[3,17,43],[15,18,25,42],[0,44],[13,19],[37],[12,37],[5,13,24,26,40],[15,20,34],[19,24,27],[42],[24,33],[29],[6,7,18,20,22,37],[0,13,26],[18,25,38,39],[20],[5],[4,6,23,30],[3,29],[3,11,33,36],[9],[3,22,31,38,44],[19,37],[],[31],[10,16,17,24,34],[26,33],[7,26],[18,43],[6],[0,13,21,43],[12,40,42],[14,33]]"
false,false,"[[6,14,23,31,44],[],[29],[23,41,44],[8,10,12,34,43],[9,26,35,38],[0,21,27,38],[13,14,25,30],[4,18],[5,12,23,27,28,31],[4,19,33,42],[],[4,9,13],[7,12,36],[0,7,30,31],[18,19],[18,44],[22,39],[8,15,16,43],[10,15],[],[6,33],[17,38],[0,3,9],[40],[7],[5,40],[6,9,28,35,42],[9,27],[2],[7,14,31],[0,9,14,30,34],[37,40,43],[10,21,38],[4,31],[5,27,38,43],[13,44],[32],[5,6,22,33,35],[17],[24,26,32,43],[3,43],[10,27],[4,18,32,35,40,41],[0,3,16,36]]"
