Triangulated,Connected,Graph
false,false,"[[16,39],[21],[],[],[16],[16],[32],[],[9],[8,23],[22],[25],[],[],[28],[],[0,4,5,35],[],[],[36],[],[1],[10],[9],[],[11,38],[38],[],[14],[],[],[],[6],[],[],[16,44],[19],[],[25,26],[0],[],[],[],[],[35]]"
false,false,"[[],[],[14],[],[],[],[],[],[21],[],[11],[10,39],[],[],[2,15,32],[14],[],[23],[],[],[],[8],[],[17],[],[],[],[],[],[32],[],[],[14,29],[],[],[],[],[],[],[11],[],[43],[],[41],[]]"
false,false,"[[],[],[],[41],[],[],[21],[],[],[],[],[],[],[42],[],[],[],[],[],[],[38],[6],[],[],[38],[],[],[36],[],[],[],[],[],[],[],[],[27],[],[20,24],[],[],[3],[13],[],[]]"
false,false,"[[],[],[30],[],[18],[],[],[],[],[15,38],[22,43],[],[20],[28,42],[],[9],[38,40],[33],[4],[],[12],[],[10,36],[28],[],[31],[],[],[13,23],[37],[2],[25],[],[17],[],[],[22],[29],[9,16],[],[16],[],[13],[10],[]]"
false,false,"[[],[43],[36],[13],[19,44],[],[18],[12,23,26],[],[13,37],[],[],[7,17,21],[3,9,33],[27],[44],[],[12,25],[6],[4],[],[12,36],[],[7],[],[17,37],[7,44],[14],[],[],[],[],[39],[13],[],[],[2,21],[9,25],[],[32],[],[],[],[1],[4,15,26]]"
false,false,"[[],[],[19],[],[23],[23,24],[11],[27],[21],[21],[],[6,34],[25,28],[19],[33],[],[],[],[],[2,13],[],[8,9],[],[4,5,28],[5],[12,32],[],[7],[12,23],[],[],[],[25],[14],[11,41],[],[],[],[41],[],[],[34,38],[],[],[]]"
false,false,"[[],[],[32,43],[23,43],[37,43],[],[],[],[],[21,22,34,39],[],[],[],[],[24,43],[22,42],[],[],[],[],[],[9],[9,15],[3],[14],[],[],[],[],[],[33],[],[2],[30],[9],[36],[35],[4],[],[9],[],[],[15],[2,3,4,14],[]]"
false,false,"[[32],[],[9],[],[29],[],[30],[],[19],[2],[],[],[30],[38,39],[],[],[],[],[],[8,34],[32],[],[],[],[],[],[],[],[],[4,43],[6,12],[],[0,20],[],[19],[36],[35],[],[13],[13],[],[],[],[29],[]]"
false,false,"[[32,35],[],[],[29,34],[],[],[31],[19,21,33],[],[],[44],[],[18],[42],[],[],[31],[],[12,26,27],[7],[21],[7,20],[25],[],[],[22],[18],[18],[],[3],[],[6,16],[0],[7],[3],[0],[],[38],[37],[],[],[],[13],[],[10]]"
false,false,"[[],[],[],[],[30],[],[14,22],[],[33],[41],[],[21],[],[18],[6,33],[],[],[41],[13],[],[],[11],[6],[],[],[],[],[],[41],[],[4],[],[],[8,14],[],[],[40],[],[],[],[36],[9,17,28],[],[],[]]"
false,false,"[[],[],[17],[],[],[],[7],[6],[],[41],[],[],[18],[],[],[],[17,30],[2,16,25],[12,34],[],[],[],[],[],[],[17],[36],[31],[],[39],[16],[27],[43],[],[18],[],[26,41],[],[],[29],[],[9,36],[],[32],[]]"
false,false,"[[],[],[38],[],[],[33],[38],[39],[9],[8],[],[],[],[],[],[],[26],[31],[],[],[],[31],[],[],[27,33],[],[16],[24],[],[],[],[17,21],[],[5,24],[],[],[42],[],[2,6],[7],[],[],[36],[],[]]"
false,false,"[[13],[],[],[33],[],[28],[22],[],[20],[26],[29],[26],[],[0],[17],[18],[],[14,39],[15],[],[8,43],[],[6],[],[],[],[9,11],[],[5],[10,44],[],[],[],[3,38],[],[],[],[],[33],[17,41],[],[39],[],[20],[29]]"
false,false,"[[38],[14],[5],[12],[],[2],[27,36],[],[],[39],[28],[],[3],[],[1,17],[33],[],[14],[],[],[],[],[34],[],[],[],[32],[6],[10],[],[],[],[26],[15],[22],[],[6],[],[0],[9],[],[],[],[],[]]"
false,false,"[[],[],[8],[41],[],[],[],[8],[2,7],[28],[],[],[],[],[],[35],[38],[],[19],[18],[],[],[],[35],[],[],[],[],[9],[34],[],[42],[],[],[29],[15,23],[],[],[16,41],[],[],[3,38],[31],[],[]]"
