Triangulated,Connected,Graph
false,false,"[[],[41],[],[19],[],[11,46],[24,43],[],[10],[19,25,44],[8,17],[5,44],[],[33],[18,43],[],[41],[10],[14],[3,9,25,46],[],[],[26,33],[32],[6,38],[9,19],[22,40],[],[45],[],[],[],[23],[13,22],[],[],[],[],[24],[],[26],[1,16],[],[6,14],[9,11],[28],[5,19],[]]"
false,false,"[[3,13],[34],[43],[0,22],[37],[],[],[],[],[27,40],[],[23],[],[0],[],[],[43],[43],[],[],[21],[20],[3],[11],[],[],[34],[9],[35],[32],[32],[47],[29,30],[],[1,26],[28],[],[4,45],[],[],[9],[],[],[2,16,17],[],[37],[],[31]]"
false,false,"[[],[2,13,24],[1,9,29],[42],[],[],[],[],[22],[2],[],[],[43],[1,17],[],[22],[],[13,46],[],[],[],[23],[8,15],[21],[1],[],[],[],[],[2],[],[],[],[39,42],[],[],[],[],[],[33],[],[],[3,33],[12],[],[],[17],[]]"
false,false,"[[18],[30],[],[34],[],[],[],[],[],[31],[],[],[46],[],[],[],[],[],[0,26],[],[],[],[28],[],[41],[],[18,34],[],[22,44],[],[1],[9],[],[],[3,26],[],[],[],[],[],[],[24],[],[47],[28],[],[12],[43]]"
false,false,"[[15],[7],[37],[],[],[],[15,23],[1],[],[],[],[26],[18],[28,36,43],[],[0,6],[],[19],[12],[17,22],[],[],[19,32],[6,40],[],[],[11],[],[13],[],[39],[],[22],[],[],[],[13,47],[2],[],[30,46],[23],[45],[],[13],[],[41],[39],[36]]"
false,false,"[[46],[5],[],[],[],[1],[],[],[29],[15],[14],[36],[],[],[10],[9],[],[28],[],[40],[],[],[],[],[],[33],[],[36,43],[17,44],[8],[],[47],[],[25,39],[],[],[11,27],[],[46],[33],[19],[],[],[27,44],[28,43],[],[0,38],[31]]"
false,false,"[[16,27],[],[],[],[28],[15],[],[],[],[],[45],[],[18],[],[],[5],[0],[],[12,31,38],[],[34],[28],[],[],[],[],[34],[0],[4,21],[],[46],[18],[],[36],[20,26],[],[33],[],[18],[],[],[],[],[44],[43],[10],[30],[]]"
false,false,"[[11,34],[42],[],[6],[26,41],[],[3,7,30],[6,37,47],[],[],[],[0],[],[17,24],[26,45],[],[44],[13,36],[],[20],[19,42],[],[41,43],[],[13,46],[],[4,14],[],[],[],[6],[],[],[38],[0,35],[34],[17],[7],[33],[],[],[4,22],[1,20,45],[22],[16],[14,42],[24],[7]]"
false,false,"[[17,20],[],[37],[37],[10],[],[21,46],[],[],[22,46],[4],[36],[],[40],[],[],[],[0,25],[],[44],[0],[6],[9],[],[],[17],[],[],[],[],[],[],[],[43],[],[],[11,44,46],[2,3],[],[],[13],[],[],[33],[19,36],[],[6,9,36],[]]"
false,false,"[[27,36,37],[7],[],[],[],[8],[27],[1,15],[5],[],[],[],[23],[],[22],[7],[21],[],[25],[42],[37],[16],[14],[12,28],[],[18],[],[0,6],[23],[],[39],[],[],[],[],[],[0],[0,20],[],[30,47],[],[47],[19],[],[],[],[],[39,41]]"
false,false,"[[],[12],[31],[],[],[45],[35],[46],[32],[],[33],[],[1,29],[],[],[20,25,46],[22],[41],[32],[],[15,25,34,41],[],[16],[],[28],[15,20],[],[],[24,36],[12],[],[2],[8,18,34],[10],[20,32],[6],[28],[],[],[47],[],[17,20],[],[],[],[5],[7,15],[39]]"
false,false,"[[39],[],[39],[37],[],[39],[18,43],[25],[24],[29,33],[],[],[],[16],[],[],[13],[],[6,27],[],[41],[41],[44],[],[8],[7],[],[18],[38],[9],[],[],[40],[9],[],[],[],[3],[28],[0,2,5],[32],[20,21],[],[6],[22],[],[],[]]"
false,false,"[[],[18],[8],[31],[32],[],[],[31],[2],[],[35],[13],[],[11],[],[34,36,46],[28],[19],[1],[17],[],[],[],[],[],[],[],[],[16],[],[],[3,7,38,41],[4],[],[15],[10],[15],[],[31],[],[41,45],[31,40],[47],[],[],[40],[15],[42]]"
false,false,"[[],[19,28,41],[43],[],[],[],[],[28,42],[46],[],[],[],[],[39],[],[21,24],[],[],[],[1],[],[15],[],[],[15,38],[],[],[],[1,7],[],[],[],[44],[41],[],[],[],[],[24],[13],[],[1,33],[7],[2],[32],[],[8],[]]"
false,false,"[[32],[],[],[37,42,43],[39],[15],[12,29],[],[],[22],[26,36],[],[6],[26],[],[5],[],[],[],[],[31],[],[9],[],[39],[44],[10,13],[],[],[6],[],[20],[0],[],[],[],[10],[3],[],[4,24],[],[42],[3,41],[3],[25],[],[],[]]"
false,false,"[[12],[9],[18,25,43],[6],[],[],[3,10],[],[],[1],[6,16,19],[13,17],[0],[11],[],[],[10,23],[11],[2],[10,31,37],[],[29],[30],[16],[],[2],[43],[],[],[21],[22,43],[19],[],[],[],[],[],[19],[],[],[],[],[],[2,26,30],[],[],[],[]]"
false,false,"[[33],[17,38],[24,37],[],[],[],[47],[],[],[],[],[19],[],[],[],[],[],[1],[28],[11],[28],[],[],[],[2],[32],[],[35],[18,20],[],[],[35],[25,47],[0],[],[27,31,45],[37],[2,36],[1,40],[],[38],[],[],[],[],[35],[],[6,32]]"
false,false,"[[],[],[],[],[],[],[],[],[18],[],[],[],[38],[],[27,39],[35],[],[39],[8,30],[],[],[38],[],[],[],[47],[36],[14],[],[],[18,36],[],[],[],[46],[15,37],[26,30],[35],[12,21],[14,17],[],[],[],[],[],[],[34],[25]]"
false,false,"[[4],[7],[],[],[0,6,13],[],[4,17,19],[1,31],[],[],[],[24,46],[],[4],[],[],[],[6],[34,37],[6],[34],[33],[],[],[11,31],[],[41,43],[],[32],[],[],[7,24,38],[28],[21],[18,20,36],[],[34],[18],[31,40],[],[38],[26],[],[26],[],[],[11],[]]"
false,false,"[[],[],[],[14],[],[],[],[],[],[],[],[28],[],[45],[3],[35],[31],[29,37],[30,41],[],[45],[29],[],[],[33],[],[],[35],[11],[17,21],[18],[16],[],[24],[44],[15,27],[],[17],[],[],[],[18],[],[],[34],[13,20],[],[]]"
false,false,"[[],[],[32],[],[10],[],[],[],[],[],[4,35],[],[],[],[],[],[],[28],[24],[],[],[],[],[],[18],[],[],[],[17],[],[33],[],[2],[30],[],[10],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[21],[32],[42],[16,32],[],[17],[],[],[],[30,39],[42],[26,39],[27],[35],[],[20,31],[3,34],[5],[32,40],[],[15,33],[0],[],[],[45],[33],[11],[12,32],[],[41],[9],[15],[1,3,18,27],[20,25],[16,42],[13,40],[],[],[],[9,11],[18,35],[29],[2,10,34],[],[],[24],[],[]]"
false,false,"[[],[10],[20,29],[],[19,41],[10],[28,46],[],[],[],[1,5],[],[24],[36],[],[],[],[],[],[4,32,44],[2,42],[],[25,33,40],[],[12],[22,39],[],[],[6],[2],[46],[],[19,44],[22],[38],[],[13],[],[34],[25],[22],[4],[20],[],[19,32],[],[6,30],[]]"
false,false,"[[30],[37],[25,38],[22],[15],[35],[],[],[27,46],[27],[],[],[19,46],[],[],[4,23],[],[37],[28,44],[12,46],[],[],[3,26],[15],[],[2],[22],[8,9],[18,34],[],[0],[],[],[],[28],[5],[],[1,17],[2],[],[],[],[],[],[18],[],[8,12,19],[]]"
false,false,"[[22],[13],[23,41,42],[10],[28],[],[8,46,47],[33],[6,26],[12],[3,44],[],[9,19],[1,15],[],[13],[],[],[46],[12],[],[36],[0],[2],[],[],[8,42],[],[4],[],[34],[],[],[7],[30,35],[34],[21],[],[],[],[],[2],[2,26],[],[10],[],[6,18],[6]]"
false,false,"[[42],[],[],[],[12,16],[],[22,40],[13],[37],[10,15],[9,14,26],[],[4],[7,23],[10,28],[9,19,35],[4,28,43],[27],[],[15,24,32],[],[],[6],[13],[19],[39],[10],[17],[14,16],[],[],[],[19],[],[],[15],[],[8],[],[25],[6],[],[0],[16],[],[],[],[]]"
false,false,"[[1,13],[0,2,4,16],[1,40],[],[1],[32],[11],[],[],[34,35],[13,37],[6],[30],[0,10,33],[],[],[1],[34],[40,41],[],[],[],[35],[],[34],[],[40],[],[],[],[12],[],[5],[13],[9,17,24],[9,22],[],[10],[],[],[2,18,26],[18],[],[],[],[],[],[]]"
false,false,"[[],[40,45],[46],[28],[],[],[8],[],[6],[13],[24],[40],[31,42],[9],[41],[],[],[28],[],[21],[27],[19,41],[43,47],[26],[10],[36,40],[23],[20,36],[3,17],[],[],[12],[],[],[],[],[25,27],[],[],[44],[1,11,25],[14,21],[12],[22],[39],[1],[2],[22]]"
false,false,"[[],[4,39],[41],[],[1],[],[],[36,45],[16],[32,33],[],[],[],[37],[29],[],[8,32],[23],[23],[29],[39],[33],[43],[17,18],[40],[31],[],[],[42],[14,19,42],[],[25],[9,16],[9,21],[46],[],[7],[13,47],[],[1,20,47],[24,43],[2],[28,29],[22,40,44],[43],[7],[34],[37,39]]"
false,false,"[[],[23],[],[12],[],[],[],[],[44],[],[47],[44],[3],[],[40],[],[],[42,45],[35],[25],[],[],[],[1,38],[],[19],[34,38],[37],[],[],[],[],[43],[],[26],[18],[],[27],[23,26],[],[14],[],[17,45],[32],[8,11],[17,42],[],[10]]"
false,false,"[[],[],[],[],[],[],[],[],[],[44,46],[],[43],[],[],[23],[32,34],[],[47],[],[24],[],[24],[38,47],[14],[19,21],[],[],[34],[42],[40],[],[],[15],[],[15,27],[],[],[],[22],[],[29],[46],[28],[11],[9],[],[9,41],[17,22]]"
false,false,"[[10,24],[28],[24,27,37],[],[],[],[],[],[],[47],[0,22],[27],[],[],[37,45],[17,43],[45],[15],[44],[32],[36],[24,38],[10,35],[],[0,2,21],[],[],[2,11],[1],[43],[45],[],[19,44],[],[],[22],[20],[2,14],[21],[],[41],[40],[],[15,29],[18,32],[14,16,30],[],[9]]"
false,false,"[[14,36],[36,47],[35],[],[39],[10],[7,28,39],[6,24],[],[],[5,15,41],[17,18,33],[],[],[0],[10],[],[11],[11],[],[],[22],[21,37],[35,46],[7],[],[],[],[6],[44],[],[],[],[11,41],[],[2,23],[0,1],[22],[],[4,6],[],[10,33],[],[],[29],[],[23],[1]]"
false,false,"[[],[17],[46],[],[36,39],[],[],[],[41],[],[],[],[],[],[],[],[30],[1,47],[23],[],[],[],[37],[18],[],[],[],[],[41],[],[16],[],[],[],[],[],[4],[22],[],[4],[],[8,28],[],[],[47],[],[2],[17,44]]"
false,false,"[[],[32],[],[30,42],[9],[],[],[],[13,18],[4,15,29],[],[20,24],[],[8],[],[9,24,32],[],[],[8],[40],[11,33],[],[],[25,29],[11,15],[23],[],[34],[30,36],[9,23],[3,28],[38],[1,15],[20],[27],[],[28],[],[31,45],[46],[19],[],[3],[],[],[38],[39],[]]"
false,false,"[[1],[0,3,16,34,44],[21],[1,21],[],[35],[7,20],[6,11],[20,25],[],[],[7,21],[],[],[39,40],[],[1,23],[26],[],[],[6,8,43],[2,3,11],[25],[16],[],[8,22,35],[17],[31],[],[],[],[27],[],[],[1],[5,25],[42],[],[],[14],[14],[],[36],[20],[1],[],[],[]]"
false,false,"[[],[27],[],[],[],[36],[],[],[],[33,47],[14,47],[47],[39],[45],[10],[],[],[39],[],[],[],[],[],[],[],[40],[],[1,47],[],[38],[],[],[],[9],[],[],[5],[],[29,47],[12,17],[25],[],[],[],[],[13],[],[9,10,11,27,38]]"
false,false,"[[],[25],[39],[28,41],[],[35],[38],[33],[28],[],[],[24],[],[29,37],[],[],[],[],[],[],[22,34],[],[20],[37],[11],[1],[],[],[3,8],[13],[],[47],[],[7],[20],[5],[],[13,23],[6],[2,46],[],[3],[],[],[],[],[39],[31]]"
false,false,"[[10,19],[12,36],[33,38],[],[],[],[],[],[],[],[0],[],[1],[14,44],[13],[24],[27,32],[],[],[0,38],[],[],[],[],[15],[],[],[16],[30],[],[28,35],[],[16],[2],[],[30],[1],[],[2,19],[],[],[],[],[],[13],[],[],[]]"
false,false,"[[38],[16],[],[],[],[],[7],[6],[9],[8,47],[30,31],[25],[],[29],[27],[],[1,41],[27],[27],[],[],[32],[],[],[],[11],[29],[14,17,18,40,46],[],[13,26],[10],[10,39],[21],[],[],[],[],[],[0],[31],[27],[16],[],[],[],[],[27],[9]]"
false,false,"[[],[],[36,46],[],[],[29],[],[],[36],[17],[47],[],[25,36],[],[],[22],[],[9],[],[],[36,39],[],[15,34],[],[],[12,43],[31],[],[47],[5],[41],[26],[],[],[22],[45],[2,8,12,20],[],[],[20],[],[30],[44],[25],[42],[35],[2],[10,28]]"
false,false,"[[32],[24],[5],[],[25],[2],[7,14],[6],[],[34,44],[27],[20,41],[],[17],[6],[],[],[13],[28],[],[11,42],[],[26],[],[1],[4,35],[22],[10,42],[18,36],[],[],[],[0,45],[],[9,42],[25,38,42],[28],[],[35],[],[],[11],[20,27,34,35],[],[9],[32],[],[]]"
false,false,"[[],[2,40],[1,37],[33],[],[43],[],[],[],[26],[],[37],[],[35],[33],[41],[],[],[],[],[26],[],[26],[39],[],[],[9,20,22],[],[],[],[32],[],[30],[3,14,47],[44],[13,36],[35,42],[2,11,41],[],[23],[1,47],[15,37],[36],[5],[34],[],[],[33,40]]"
false,false,"[[26],[],[],[],[14],[],[],[],[38],[34],[],[35],[],[29],[4,16,18],[17],[14,28],[15,22,43,46],[14],[],[33],[],[17,27,44],[],[27],[40],[0],[22,24],[16],[13],[],[],[44],[20],[9],[11],[42],[],[8],[],[25],[],[36],[17],[22,32],[],[17],[]]"
false,false,"[[],[],[],[46],[],[],[],[],[],[20],[],[23,25],[],[],[],[],[28,29],[],[33],[38,41],[9,46],[],[],[11],[28],[11],[28,39],[],[16,24,26],[16],[32],[],[30],[18],[45],[],[],[],[19],[26],[],[19],[],[],[],[34],[3,20],[]]"
false,false,"[[],[],[],[],[10,16],[],[],[],[],[],[4],[],[25],[],[33],[],[4,42],[],[],[],[],[],[34],[],[32],[12],[29,46],[],[],[26,37],[42],[38],[24],[14],[22,43],[],[],[29],[31],[],[],[],[16,30],[34],[],[],[26],[]]"
false,false,"[[27,44],[],[],[],[],[],[40],[35],[12],[34],[],[16],[8,25],[36,37],[],[20,25],[11],[22,40],[],[23,26],[15,31],[],[17],[19,41],[],[12,15],[19,44],[0],[],[],[],[20],[],[41],[9,41],[7],[13],[13],[],[],[6,17,43],[23,33,34],[],[40,46],[0,26],[],[43],[]]"
false,false,"[[36,41],[34],[],[16,29],[],[],[23],[15],[],[],[],[45],[],[16],[],[7],[3,13,20],[],[],[45],[16,22],[],[20],[6],[45],[37,47],[],[],[],[3],[40],[],[39],[],[1,39],[],[0,47],[25],[],[32,34],[30],[0],[],[],[],[11,19,24],[],[25,36]]"
false,false,"[[],[],[4,18],[],[2],[],[],[],[],[30],[],[],[43],[],[27],[],[],[],[2,29],[],[],[],[],[],[],[],[],[14],[],[18,38],[9],[],[],[],[],[47],[],[],[29],[],[41],[40],[],[12],[],[],[],[35]]"
false,false,"[[],[],[29],[17,22,37,42],[46],[21],[45],[],[],[],[14],[],[],[],[10,44],[41],[],[3],[],[23],[22],[5],[3,20],[19,40],[],[39,40],[],[35,38],[],[2],[],[],[],[],[],[27,38],[],[3],[27,35],[25],[23,25],[15,43],[3],[41],[14],[6],[4],[]]"
