Triangulated,Connected,Graph
false,false,"[[27],[],[5,35],[19,22,40,43],[43,48],[2,24],[38,39],[20,21],[10,40],[23,38],[8,18,22,37],[],[36],[],[47],[20],[32],[27],[10,19],[3,18,24],[7,15],[7,48],[3,10,27,31,43,44,49],[9,43],[5,19],[],[44],[0,17,22,33],[31],[],[43],[22,28,44],[16],[27],[],[2,43,44],[12],[10],[6,9,44],[6],[3,8],[],[],[3,4,22,23,30,35],[22,26,31,35,38],[],[],[14],[4,21],[22]]"
false,false,"[[13],[14,20,25,43,44],[],[21],[19,35],[12,25],[41],[],[21,34],[],[43],[],[5],[0,23],[1,24],[43],[36,45],[41],[],[4],[1,26,40,44],[3,8,47],[],[13,26,32],[14,30],[1,5,27],[20,23],[25,28],[27],[32],[24,36,40,45],[],[23,29,36],[],[8],[4],[16,30,32,41,47],[],[],[],[20,30],[6,17,36],[48],[1,10,15],[1,20],[16,30],[],[21,36],[42],[]]"
false,false,"[[],[11],[],[5,18,41],[10,17],[3,47],[7,22,30,38],[6,15,40],[],[],[4],[1],[18],[24,49],[17,26],[7,47],[],[4,14],[3,12,49],[26,28],[42],[],[6,43],[26],[13,49],[],[14,19,23],[39,41],[19],[32],[6],[33,41],[29],[31],[],[43],[],[46],[6,39],[27,38],[7],[3,27,31,44],[20],[22,35],[41],[],[37,48],[5,15],[46],[13,18,24]]"
false,false,"[[15],[20,33,43],[19],[7,10],[12,46],[],[23,45],[3,31,40],[45],[42,47],[3,34],[18,23,25,32],[4,45],[39,43],[28],[0,33],[32,40],[32],[11,35],[2,41],[1,39],[39,47],[],[6,11,37],[27],[11],[37],[24,31],[14,31,35,49],[],[],[7,27,28,49],[11,16,17,42,49],[1,15],[10],[18,28],[],[23,26,39,42,48,49],[39,48,49],[13,20,21,37,38],[7,16],[19],[9,32,37,44],[1,13],[42],[6,8,12],[4],[9,21],[37,38],[28,31,32,37,38]]"
false,false,"[[14],[],[],[16,35,37],[22],[20],[21],[44],[39],[36],[26,27,34],[],[48],[24],[0,36,40,45],[],[3,26,37],[31],[32],[],[5],[6],[4,31],[48],[13],[],[10,16,48],[10,31],[],[30,33],[29,35],[17,22,27,33,47],[18,34],[29,31,45],[10,32],[3,30,41],[9,14],[3,16,41],[43],[8],[14],[35,37],[],[38],[7],[14,33],[],[31],[12,23,26],[]]"
false,false,"[[46],[],[9,23],[18,21,29,30,44],[30],[],[7,15,44],[6,18],[38,43],[2],[37,41],[13],[23],[11,30,31],[],[6,20],[],[35],[3,7],[],[15,44],[3],[],[2,12],[],[],[],[],[],[3],[3,4,13,33],[13],[33],[30,32],[],[17],[],[10,46],[8,44],[],[47],[10],[],[8],[3,6,20,38],[],[0,37],[40],[],[]]"
false,false,"[[29],[],[],[10],[38,43],[],[18,28,34,37,49],[],[45],[20],[3,16,21],[47,49],[22,27,44],[26,27,41],[],[],[10,17,28,48],[16,27],[6],[22,27,43],[9],[10],[12,19,32,36],[],[],[],[13],[12,13,17,19],[6,16],[0,32],[],[],[22,29],[40],[6],[44,47],[22],[6,40],[4,48],[45],[33,37],[13,45],[],[4,19,44],[12,35,43],[8,39,41],[],[11,35],[16,38],[6,11]]"
false,false,"[[13],[],[12,36],[12,42],[13,17],[10,44],[17,23,35],[31,35],[],[19,25],[5,45],[22,46],[2,3,29,30],[0,4,26],[17],[22],[38],[4,6,14,37,38],[48],[9],[49],[38,47],[11,15,23,31,34],[6,22,29,30],[27],[9,45],[13],[24,38],[],[12,23,45],[12,23,35],[7,22],[],[],[22],[6,7,30,41],[2],[17],[16,17,21,27,45],[],[],[35],[3],[],[5],[10,25,29,38],[11],[21],[18],[20]]"
false,false,"[[18],[7,40],[18,40,49],[],[],[12,23],[18,19],[1,17,23,48],[],[11,26,36],[47],[9,22,39],[5],[22,24,47],[40],[28],[],[7,36,44],[0,2,6,28,34,43],[6,22],[],[34,36],[11,13,19,31,39,43,47],[5,7,25],[13,41],[23,37,45],[9,32,35],[29],[15,18,43],[27,43,47],[],[22],[26,36,38],[],[18,21,41],[26],[9,17,21,32,40],[25],[32],[11,22,49],[1,2,14,36,49],[24,34],[49],[18,22,28,29],[17],[25],[],[10,13,22,29],[7,49],[2,39,40,42,48]]"
false,false,"[[],[25],[36,41],[6],[],[15,23,26,27],[3,8,38],[],[6],[10],[9],[18],[30,42],[20,43],[],[5],[24],[45],[11,32],[],[13],[29,40,41],[],[5,24,34],[16,23,42],[1],[5],[5],[36],[21,35,46],[12],[45],[18],[],[23],[29],[2,28],[38],[6,37],[],[21],[2,21],[12,24],[13],[],[17,31],[29],[],[],[]]"
