Triangulated,Connected,Graph
false,false,"[[],[7],[],[],[10],[],[],[1],[13],[],[4],[],[17],[8],[],[],[],[12],[],[],[],[],[]]"
false,false,"[[],[],[],[],[6],[],[4],[],[],[],[14],[15],[],[],[10],[11],[17],[16],[21],[],[],[18],[]]"
false,false,"[[],[4],[13],[],[1],[],[],[],[],[],[],[],[16],[2],[],[],[12],[],[],[],[],[],[]]"
false,false,"[[],[],[],[8],[17],[],[],[],[3],[],[],[19],[],[],[],[],[],[4],[],[11],[],[],[]]"
false,false,"[[],[],[],[],[8],[],[],[],[4],[],[],[],[],[],[],[],[],[19],[],[17],[],[],[]]"
false,false,"[[],[],[],[],[22],[19],[],[],[],[],[12],[16],[10],[],[],[],[11],[],[],[5],[],[],[4]]"
false,false,"[[15],[],[19],[13],[],[14],[],[],[12],[],[],[],[8],[3,21],[5],[0],[],[],[],[2,22],[],[13],[19]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[7],[17],[],[4],[],[],[],[12],[11],[],[19],[],[],[5],[],[14],[],[],[]]"
false,false,"[[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[],[]]"
false,false,"[[],[],[10],[],[],[],[9],[],[14,19],[6],[2],[],[],[],[8],[],[19],[],[],[8,16],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[7,8],[],[],[],[],[2],[2],[],[],[],[],[],[],[],[],[],[],[],[],[22],[21]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[19],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[13],[],[],[],[],[]]"
false,false,"[[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[17],[19],[],[],[],[],[21],[],[],[],[],[],[],[4],[22],[5],[],[10],[18]]"
false,false,"[[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[18],[8],[],[15],[],[],[],[]]"
false,false,"[[],[],[],[],[],[7],[],[5],[],[],[],[],[],[21],[],[20],[],[],[],[],[15],[13],[]]"
false,false,"[[],[8],[15],[],[],[],[],[],[1],[],[],[],[22],[],[],[2],[],[],[],[],[],[],[12]]"
false,false,"[[],[],[13],[8],[17],[],[],[],[3],[],[],[],[15],[2],[],[12,20],[],[4],[],[],[15],[],[]]"
false,false,"[[],[],[],[],[],[15],[13],[],[13],[],[],[],[],[6,8],[],[5],[],[22],[],[],[],[],[17]]"
false,false,"[[],[],[],[6],[12],[],[3],[18],[],[],[],[],[4],[],[18],[22],[],[],[7,14],[],[],[],[15]]"
false,false,"[[],[3],[],[1,18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[]]"
false,false,"[[],[],[20],[11],[],[16],[],[],[],[19],[],[3],[15],[],[],[12],[5],[],[],[9],[2],[],[]]"
false,false,"[[],[],[],[],[],[],[19],[],[],[],[],[14],[],[],[11],[],[],[],[],[6],[],[],[]]"
false,false,"[[],[],[6],[6],[],[10],[2,3],[],[],[],[5],[],[],[20],[],[],[],[],[],[],[13],[],[]]"
false,false,"[[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[1],[],[15],[],[],[],[]]"
false,false,"[[19],[16],[7],[],[],[],[],[2],[],[],[19],[],[],[],[],[16],[1,15],[],[],[0,10],[],[],[]]"
false,false,"[[],[],[18],[],[],[],[14],[],[],[10],[9,16],[],[13],[12],[6],[],[10],[],[2],[],[],[],[]]"
false,false,"[[],[],[5],[10],[6],[2],[4],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[9],[6],[15],[21],[22],[],[1,16],[],[],[0],[16],[],[],[],[],[2],[6,10],[],[],[],[],[3],[4]]"
false,false,"[[],[],[],[22],[],[10],[10,21],[21],[],[],[5,6,11],[10],[],[],[],[21],[],[19],[],[17],[],[6,7,15],[3]]"
false,false,"[[],[],[16],[14],[15],[],[],[],[],[],[],[],[],[],[3],[4],[2],[],[],[],[],[],[]]"
false,false,"[[21],[],[],[],[],[7],[16,20],[5],[],[],[13],[20],[],[10],[20],[],[6],[],[],[],[6,11,14],[0],[]]"
false,false,"[[],[],[],[],[8],[],[],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[2,8,11,14],[1],[11],[],[17],[],[17],[1],[],[],[1,3],[],[],[1],[],[],[5,7],[],[],[],[],[]]"
false,false,"[[3],[],[],[0],[],[16,22],[],[],[19],[],[],[],[],[],[],[],[5],[],[],[8],[],[],[5]]"
false,false,"[[],[16],[],[],[],[],[],[18],[],[11],[],[9],[],[],[],[],[1],[],[7],[20],[19],[],[]]"
false,false,"[[],[],[7],[7],[],[],[19],[2,3],[13],[],[],[12],[11],[8],[],[],[],[],[],[6],[],[],[]]"
false,false,"[[],[],[],[13],[10],[],[],[],[16],[18],[4],[17],[22],[3],[],[],[8],[11,18],[9,17],[],[],[],[12]]"
