Triangulated,Connected,Graph
false,true,"[[6,15,49,51,58,76,87,89],[22,51,74,76,89],[28,48,58,77,80],[39,41,60,69,95],[22,47,56],[9,51,72,95],[0,8,27,44,47,50,56,64,75,76,77,96],[30,33,45,54,58,84,95,99],[6,12,20,36,58,77,86,93,94],[5,18,19,23],[24,63,72,84,93,96],[19,22,35,36,43,46,66,82,90],[8,15,24,26,29,42,43,55,64,70,79,82,95],[63,72,78],[63,71],[0,12,35,38,44,61,69,84,91],[34,64,74,76,83],[21,59,64,66,82],[9,21,23,52,54],[9,11,25,42,90],[8,39,44,56,99],[17,18,60,91,93],[1,4,11,54,58,68,69,80,98],[9,18,31,71,73,85,98],[10,12,34,36,46,59,92,94,99],[19,58,62,71,76,78,85,92],[12,54,88],[6,30,68,72,74],[2,79,86],[12,56,58],[7,27,35,39,51,70,77,92],[23,53,58,72,73],[54,64,89],[7,52,56,64,73],[16,24,36,39,57,60,91],[11,15,30,58,66,67,69,70,94],[8,11,24,34,46,55,56,66,75,76],[49,71],[15,51,82,85,90],[3,20,30,34,69,79],[76,94],[3,44,55,80,87,97],[12,19,43,46,49,54,59,77],[11,12,42,44,62,63,85,96],[6,15,20,41,43,57],[7,49,60],[11,24,36,42,59],[4,6,57,68,70,71,97],[2,54,66,67],[0,37,42,45,52,74,75,92,99],[6,58,71,74,82,86],[0,1,5,30,38,58,63,64,83,99],[18,33,49,55,72],[31,64,71,73],[7,18,22,26,32,42,48,60,81,83,87],[12,36,41,52,67,86,87],[4,6,20,29,33,36,88],[34,44,47,86,93],[0,2,7,8,22,25,29,31,35,50,51,63,64,68,85,99],[17,24,42,46,70,71,94],[3,21,34,45,54,72,92],[15,71,76,77,84],[25,43,80],[10,13,14,43,51,58,88,91],[6,12,16,17,32,33,51,53,58,74,80,83],[98],[11,17,35,36,48,75,97],[35,48,55,74],[22,27,47,58,89,94,98],[3,15,22,35,39,83],[12,30,35,47,59],[14,23,25,37,47,50,53,59,61,76,77,82,87],[5,10,13,27,31,52,60,84,96],[23,31,33,53],[1,16,27,49,50,64,67],[6,36,49,66,84],[0,1,6,16,25,36,40,61,71],[2,6,8,30,42,61,71,87],[13,25,81,86,87,96],[12,28,39,90],[2,22,41,62,64],[54,78,87],[11,12,17,38,50,71,87,89],[16,51,54,64,69,96,98],[7,10,15,61,72,75],[23,25,38,43,58],[8,28,50,55,57,78,90],[0,41,54,55,71,77,78,81,82,97],[26,56,63,89,91],[0,1,32,68,82,88,92,95],[11,19,38,79,86,99],[15,21,34,63,88],[24,25,30,49,60,89],[8,10,21,57],[8,24,35,40,59,68],[3,5,7,12,89],[6,10,43,72,78,83],[41,47,66,87],[22,23,65,68,83],[7,20,24,49,51,58,90]]"
false,true,"[[8,9,12,22,69,80,93],[3,10,69,75,90,96],[10,56,67,81,82,94],[1,16,19,29,31,48,71,76],[33,54,70,79],[35,95],[12,22,27,34,70],[17,72,81,82],[0,61,66,80,84],[0,16,26,27,73],[1,2,17,33,49,56,65,71,72,80,86],[16,22,24,27,35,59,67,69,87,99],[0,6,26,47,66,94],[27,46,73,74],[23,39,80,81,84,86,94],[29,35,42,44,50,55,70,82,86,92],[3,9,11,43,52,55,76,86,90],[7,10,41,42,44,59,68,80,82,97],[55,70,96],[3,50,64,81,83,88],[30,44,51,62,65],[28,34,36,50,88],[0,6,11,35,41,47,55,72,96,98],[14,34,36,44,48,70,71,84],[11,53,67,84],[40],[9,12,34,45,63,96],[6,9,11,13,38,66,91],[21,31,33,52,65,98],[3,15,51,58,81,86,87,89],[20,43,50,89,92],[3,28,53,79,86],[78,79,82,96],[4,10,28,41,49,76,84,91,93,96],[6,21,23,26,47],[5,11,15,22,80],[21,23,47,52,76,79,81,82],[53,57,79,86],[27,50,55,60,71,91],[14,59,66,86,90,91,95],[25,47,64,71,83,93],[17,22,33,50,79],[15,17,55,69],[16,30,81,89],[15,17,20,23,47,77],[26,63],[13,73,89,93],[12,22,34,36,40,44,51,57,69,79],[3,23,58,74],[10,33,79],[15,19,21,30,38,41,53,56,76,82],[20,29,47,52,99],[16,28,36,51,58,90],[24,31,37,50,57],[4,62],[15,16,18,22,38,42,57,64,65,82,93],[2,10,50],[37,47,53,55,65],[29,48,52,65,82,83,87,89,92],[11,17,39,87],[38,69,72,98],[8],[20,54,87,90,94],[26,45,70,99],[19,40,55,67],[10,20,28,55,57,58,82,95],[8,12,27,39,73,95],[2,11,24,64,74],[17,77],[0,1,11,42,47,60,96],[4,6,15,18,23,63,92],[3,10,23,38,40,84],[7,10,22,60,75,85,87,88],[9,13,46,66],[13,48,67,96],[1,72,87,98],[3,16,33,36,50,92],[44,68,84,89],[32,82,87],[4,31,32,36,37,41,47,49,81,82],[0,8,10,14,17,35,82],[2,7,14,19,29,36,43,79,90,93],[2,7,15,17,32,36,50,55,58,65,78,79,80],[19,40,58,88],[8,14,23,24,33,71,77],[72,87],[10,14,15,16,29,31,37,39,87,89],[11,29,58,59,62,72,75,78,85,86],[19,21,72,83,92],[29,30,43,46,58,77,86],[1,16,39,52,62,81],[27,33,38,39],[15,30,58,70,76,88,96],[0,33,40,46,55,81],[2,12,14,62],[5,39,65,66],[1,18,22,26,32,33,69,74,92],[17],[22,28,60,75],[11,51,63]]"
false,true,"[[38,40,51,54,64,71,75,80,95],[30,45],[30,66,95],[5,31,35,47,54,60,74,79,84,85,87],[13,49,66,86,90],[3,21,22,31,39,49,63,78,79],[38,39,69,72,76,83,88],[8,35,51,70,86,89,91,93,99],[7,10,12,31,59,60,68,69,72,84,95,99],[37,85,98],[8,38,65,81,94],[76,90],[8,22,31,39,46,54,60,90],[4,14,15,66,79],[13,15,23,31,34,84,91,96],[13,14,34,36,41,53],[38,60,89],[27,54,60,70,98],[38,54,77,83,84,91],[27,28,39,46,69,84],[21,42,46,51,75,83,86,90,97,98],[5,20,70,83],[5,12,33,65,83,96],[14,28,43,53,56,60,68,76,78,81],[29,90],[32,38,48,49,50,80,93,94,95],[48,67,74,84],[17,19,33,62,74],[19,23,35,69],[24,32,38,65,96],[1,2,41,70,71,79],[3,5,8,12,14,41,47,69,79,87,92],[25,29,33,39,41,57,58,61,80,84,96,99],[22,27,32,48,62,69,85,89],[14,15,59],[3,7,28,51,55,66,71,96],[15,70,75],[9,41,59,63,90],[0,6,10,16,18,25,29,75,90],[5,6,12,19,32,52,53,55,77,81],[0,43,81,82],[15,30,31,32,37,47,60],[20,54,64,70],[23,40,69,72],[53,60,94],[1,55,70,79,97],[12,19,20,61],[3,31,41,68,70,82],[25,26,33,51,56,92],[4,5,25,57,64],[25,53,64,78],[0,7,20,35,48],[39,62,63,86],[15,23,39,44,50,65,69,99],[0,3,12,17,18,42],[35,39,45,64,81,82],[23,48,66,79,94],[32,49],[32],[8,34,37,62],[3,8,12,16,17,23,41,44,91],[32,46,68,80,81,86],[27,33,52,59,67,79],[5,37,52,76],[0,42,49,50,55,78,94],[10,22,29,53,71,86],[2,4,13,35,56,79,80],[26,62,72,75,85,88,94],[8,23,47,61,97,98],[6,8,19,28,31,33,43,53,73,74,81,85,93],[7,17,21,30,36,42,45,47],[0,30,35,65],[6,8,43,67,81,88],[69,78,81],[3,26,27,69,82],[0,20,36,38,67],[6,11,23,63,80],[18,39],[5,23,50,64,73],[3,5,13,30,31,45,56,62,66],[0,25,32,61,66,76,88,97],[10,23,39,40,55,61,69,72,73],[40,47,55,74,83],[6,18,20,21,22,82],[3,8,14,18,19,26,32],[3,9,33,67,69,96],[4,7,20,52,61,65,99],[3,31],[6,67,72,80,95],[7,16,33,90,93,95],[4,11,12,20,24,37,38,89,98],[7,14,18,60],[31,48],[7,25,69,89],[10,25,44,56,64,67],[0,2,8,25,88,89],[14,22,29,32,35,85,99],[20,45,68,80,99],[9,17,20,68,90],[7,8,32,53,86,96,97]]"
false,true,"[[20,34,35,46,57,58,61,77,86],[23,25,26,30,49,60],[67,69,94],[64],[11,16,32,50,61,84],[16,53,73],[11,36,86,92],[22,36,37,43,54,91],[11,41,49,53,71],[27,82,94,98],[25,44,78,85,94],[4,6,8,26,32,47,61,64,69,70],[13,21,26,51,69,80,94],[12,20,53,73,80,83,89,99],[37,39],[26,51,54,71,77,91,99],[4,5,26,32,56,66,75,86,89,98],[20,38,63,78,94],[24,27,47,64,81],[20,27,41],[0,13,17,19,32,66,69,80],[12,29,32,33,63,78,83],[7,65,78,91,97],[1,36,81,91,95],[18,48,53,67,83,99],[1,10,35,44,63,88],[1,11,12,15,16,29,40,58,59,61,78,86,88],[9,18,19,46,51,56],[31,76],[21,26,41,46,51,81,84,97],[1,32,40,46,59,73,92,94],[28,33,37,60,73,77,80,88],[4,11,16,20,21,30,35,37,44,51,59,74],[21,31,52,53,61,90],[0,35,36,57,67,77,80,82,90,92],[0,25,32,34,54,69],[6,7,23,34,69,90],[7,14,31,32,67,73,90,97],[17,45,50,62,64,89],[14,46,79],[26,30,46,85,90,92,96,98,99],[8,19,29,44,54,57,58,76],[68],[7,66,68,98],[10,25,32,41,45,57,61,94],[38,44,74,83,88],[0,27,29,30,39,40,73,80],[11,18,48,56,69,97],[24,47,73,75,89,99],[1,8,59,90],[4,38,59,81,87,92,93],[12,15,27,29,32,54,97],[33,62,72,92,99],[5,8,13,24,33,54,61,66,96],[7,15,35,41,51,53,60,63,71,74,85],[64,73,91,99],[16,27,47,94],[0,34,41,44,71],[0,26,41,60,66,71],[26,30,32,49,50],[1,31,54,58,68,83],[0,4,11,26,33,44,53,97],[38,52,65,71,77,98],[17,21,25,54,84,92],[3,11,18,38,55],[22,62,75,97],[16,20,43,53,58,70,97],[2,24,34,37],[42,43,60,83],[2,11,12,20,35,36,47,92,94,98],[11,66,79,88],[8,15,54,57,58,62,72,84,85,94],[52,71,86,94],[5,13,30,31,37,46,48,55,81,90],[32,45,54,78,83,85],[16,48,65,77,96],[28,41,78],[0,15,31,34,62,75,82,89],[10,17,21,22,26,74,76,90],[39,70,84],[12,13,20,31,34,46,98],[18,23,29,50,73,99],[9,34,77],[13,21,24,45,60,68,74,92],[4,29,63,71,79],[10,40,54,71,74,98],[0,6,16,26,72],[50,89,95],[25,26,31,45,70],[13,16,38,48,77,87,98,99],[33,34,36,37,40,49,73,78],[7,15,22,23,55,92],[6,30,34,40,50,52,63,69,83,91],[50,98],[2,9,10,12,17,30,44,56,69,71,72],[23,87,98],[40,53,75,98],[22,29,37,47,51,61,65,66],[9,16,40,43,62,69,80,85,89,93,95,96],[13,15,24,40,48,52,55,81,89]]"
false,true,"[[23,56,64,91],[61,66,83],[5,8,20,35,68],[26,32,38,54,68,70,84],[13,19,37,39,42,69,71,84],[2,28,42,57,84,92,94],[37,41,49,50,67],[43,49,61,79,95,97,99],[2,20,23,31,50,60,67,69],[25,27,35,51,53,65],[13,34,35,36,74,75,77,86,88,94],[40,54,57,60,64,85,88],[47,51,57,75,77,91],[4,10,27,38,50,71,74,82],[21,30,42,59,74,92,97],[20,32,35,45,60,67,71],[72,83],[32,44,52,55,87,92,93],[32,37,48,56,86],[4,23,27,40,57,59,60,88,98],[2,8,15,42,53,59,61],[14,43,44,56,57,88],[54,83],[0,8,19,26,40,63,79,94],[38,45,50,59,60,86,87,89],[9,29,33,34,42,45,49,62,70,76,90],[3,23,39,58,59,67],[9,13,19,33,75,78,85,86,95,98],[5,36,50,84,94],[25,34,76],[14,34,48,57,97],[8,54,79],[3,15,17,18,39,47,65,70,84],[25,27,39,50,56,57,65,86,95],[10,25,29,30,40,46,53,59,67],[2,9,10,15,63,71,75,84,92],[10,28,53,74,85],[4,6,18,38,84,87],[3,13,24,37,50,60,67,70,81],[4,26,32,33,56],[11,19,23,34,49,61,92],[6,56,70,97],[4,5,14,20,25,74,95,97],[7,21,44,48,50,61,81],[17,21,43,54,66,69,86,91],[15,24,25,72,82,84,87,96],[34,66,96],[12,32,83],[18,30,43,49,50,64],[6,7,25,40,48],[6,8,13,24,28,33,38,43,48,59,88],[9,12,56,58,91],[17,62,90,93,99],[9,20,34,36,57,94],[3,11,22,31,44,58,63,80,84],[17,57,58,65],[0,18,21,33,39,41,51,63],[5,11,12,19,21,30,33,53,55,85],[26,51,54,55,69,71,95],[14,19,20,24,26,34,50,63,79],[8,11,15,19,24,38,65,93,94],[1,7,20,40,43,73],[25,52,66,69,77,89,99],[23,35,54,56,59,68,82],[0,11,48,73],[9,32,33,55,60,79,99],[1,44,46,62,70,73,80],[6,8,15,26,34,38,87],[2,3,63,84],[4,8,44,58,62,83],[3,25,32,38,41,66,80],[4,13,15,35,58,75,83,85,91],[16,45,78],[61,64,66,81],[10,13,14,36,42,84],[10,12,27,35,71],[25,29,88,91],[10,12,62],[27,72,82,93,97],[7,23,31,59,65],[54,66,70,91,93,95],[38,43,73,86,89,96],[13,45,63,78,97],[1,16,22,47,69,71,93,99],[3,4,5,28,32,35,37,45,54,68,74,87,89],[11,27,36,57,71],[10,18,24,27,33,44,81,92],[17,24,37,45,67,84,91,94],[10,11,19,21,50,76],[24,62,81,84],[25,52],[0,12,44,51,71,76,80,87],[5,14,17,35,40,86],[17,52,60,78,80,83],[5,10,23,28,53,60,87],[7,27,33,42,58,80],[45,46,81],[7,14,30,41,42,78,82],[19,27],[7,52,62,65,83]]"
false,false,"[[3,4,11,16,25,53,60],[12,15,28],[28,65,74,90,98],[0,40,47,56,69,93],[0,20,49,64,69,71],[13,25,28,34,45,51,83,85],[14,76,97],[27,35,37,47,76,79],[19,65,66],[15,20,35,66,84,85,94],[39,41,57,71,80,87,94],[0,19,32,37,39,68,72,85,88,89,94,97],[1,31,51,87],[5,52,60,82],[6,22,41,51,54,59,60,62,96],[1,9,94,96],[0,64],[37,56,97],[20,29,48,75,77,92],[8,11,35,42,54,64,76,88],[4,9,18,24,38,47,61,79,86,93],[26,33,41,54,75,91],[14,71,82],[24,46,48,58,62,88,91],[20,23,65,66,90],[0,5,28,36,40,82],[21,32,42,47],[7,42,49,62,75,79,82,98],[1,2,5,25,40,95],[18,43,44,77,86],[],[12,35,38,45,61,65],[11,26,40,41,43],[21,49],[5,36,50,56,58],[7,9,19,31,64],[25,34,45,75,90],[7,11,17,61,83,87,88,97],[20,31,50],[10,11,65,73,87],[3,25,28,32,46,55,61,75],[10,14,21,32,42,50,65,76,77,85],[19,26,27,41,48,88,94],[29,32,51,52,53,65,73,78,80,82,86],[29,47],[5,31,36],[23,40,47,55,77,82],[3,7,20,26,44,46,53,63,78,91,93],[18,23,42,53,56,61,91],[4,27,33,79,88,97,98],[34,38,41,91],[5,12,14,43,57,63,81,88,93],[13,43,64,76],[0,43,47,48,82,84],[14,19,21,77,84],[40,46,68,70,86,89],[3,17,34,48,58,64],[10,51,81,85,86],[23,34,56,65,73,76,77],[14,66,78,90,93],[0,13,14,82,83],[20,31,37,40,48,98],[14,23,27,72,91,92,93,96],[47,51,74,79,91],[4,16,19,35,52,56,88,91,99],[2,8,24,31,39,41,43,58,67,91],[8,9,24,59,76,95],[65,78,86,96],[11,55,86,88,95],[3,4,70],[55,69,74,78,86],[4,10,22,85,91],[11,62,91,97],[39,43,58,83],[2,63,70,95],[18,21,27,36,40,88,91,92],[6,7,19,41,52,58,66,87],[18,29,41,46,54,58,89,92],[43,47,59,67,70],[7,20,27,49,63,93],[10,43],[51,57],[13,22,25,27,43,46,53,60,83],[5,37,60,73,82,95],[9,53,54,99],[5,9,11,41,57,71,86,87,94,99],[20,29,43,55,57,67,68,70,85],[10,12,37,39,76,85,89],[11,19,23,37,42,49,51,64,68,75,96],[11,55,77,87],[2,24,36,59,99],[21,23,47,48,50,62,63,64,65,71,72,75],[18,62,75,77],[3,20,47,51,59,62,79],[9,10,11,15,42,85],[28,66,68,74,83],[14,15,62,67,88,99],[6,11,17,37,49,72],[2,27,49,61],[64,84,85,90,96]]"
false,true,"[[12,29,64,71,83,86,94],[14,25,36,55,68,70,90],[8,19,39,59,90],[5,13,26,31,36,38,43,89,99],[16,22,29,40,64],[3,41,67,81],[13,20,26,59,69,99],[9,14,38,66,71,95,99],[2,25,28,38,54,64,69,81],[7,11,56],[15,33,41,55,67,75,98],[9,38,58,73,98],[0,13,29,70,80,87],[3,6,12,17,50,52,59,79,86],[1,7,15,27,28,29,45,61,75,81],[10,14,86],[4,29,48,63,81],[13,29,37,50,72,76],[30,36,46,48,56,70,71,73,74,98],[2,34,35],[6,43,77,94],[43,49,55,62,96,99],[4,50,69],[36,40,46,57,65,86,94,97],[29,37,42,51,65,87,91],[1,8,38,49,63,67,72,82,85],[3,6,41],[14,43,48,80,95],[8,14,31,35,51,66,95],[0,4,12,14,16,17,24,55],[18,48,69,83],[3,28,39,46,58,65,66,69],[33,86,90],[10,32,43,51,59,66,68,77,78,88],[19,42,45,51,58,63,67,90,97],[19,28,47,58],[1,3,18,23,90,91],[17,24,44,49,66,67,87,91],[3,7,8,11,25,43,45,60,68,78,83,91],[2,31,85],[4,23,43,50,53,59,63,80,82,92],[5,10,26,47,75,84,96,98],[24,34,44,55,61],[3,20,21,27,33,38,40,85,90],[37,42,52,79],[14,34,38,61,94],[18,23,31,62],[35,41,56,59,79],[16,18,27,30,79,88],[21,25,37,50,75],[13,17,22,40,49,62,68,69,72],[24,28,33,34,90],[13,44,63,65,75,79,91,96],[40,63,86,92,98],[8,83,97],[1,10,21,29,42,80,83,92,98],[9,18,47,60,69,96],[23,58,70,85],[11,31,34,35,57,63,74,82],[2,6,13,33,40,47],[38,56],[14,42,45,67,77],[21,46,50,84],[16,25,34,40,52,53,58,71,79,88,89],[0,4,8,81,89],[23,24,31,52,95,98],[7,28,31,33,37,70,71],[5,10,25,34,37,61,74,79],[1,33,38,50,82,98],[6,8,22,30,31,50,56,81,99],[1,12,18,57,66,76,96],[0,7,18,63,66,77,88],[17,25,50,78,81,85],[11,18,90,93],[18,58,67,75,80],[10,14,41,49,52,74,79,87],[17,70],[20,33,61,71,87],[33,38,72,97],[13,44,47,48,52,63,67,75,82,95],[12,27,40,55,74,81,91,96],[5,8,14,16,64,69,72,80,87,88,97],[25,40,58,68,79,92],[0,30,38,54,55,88],[41,62],[25,39,43,57,72,91],[0,13,15,23,32,53,92],[12,24,37,75,77,81],[33,48,63,71,81,83,95,97],[3,63,64,93],[1,2,32,34,36,43,51,73],[24,36,37,38,52,80,85,92],[40,53,55,82,86,91],[73,89],[0,20,23,45,97],[7,27,28,65,79,88],[21,41,52,56,70,80],[23,34,54,78,81,88,94],[10,11,18,41,53,55,65,68],[3,6,7,21,69]]"
false,false,"[[6,32,56,58,85,86,87],[2,16,17,43,62,68,80,89],[1,17,32,68,79,81],[33,54,69],[35,78,79,83,84,99],[15,27,39,53,80,82,83],[0,10,29,51],[10,14,28,49],[11,22,52,63,73,92],[55,65,93],[6,7,12,20,22,63,64,77],[8,12,52,65,72],[10,11,29,42,44],[20,72,82,94],[7,26,49,66,97],[5,19,23,50,53,86],[1,36,73,76],[1,2,50,56,68,78],[19,34,68,87],[15,18,27,28,50,52,74,92],[10,13,50,56,80,90],[27,45,63,74,80],[8,10,29,35,42,54,64,67,78,84],[15,42,50,51,94,95],[57,67,94,97,99],[],[14,27,39,41,64,72,78],[5,19,21,26,31,47,53,66,76,81,85,91],[7,19,63,74],[6,12,22,51,61,72,98],[36,45,79],[27,34,55,74,92,96],[0,2,41,47,70,78,92],[3,68,86],[18,31,35,49,51,53,97],[4,22,34,52,67,68,89],[16,30,39,63,82,84,88,91,96],[56,95],[47,57,59,77,81],[5,26,36,52,94],[51,62,87],[26,32,46,55,69,94],[12,22,23,62,96],[1,50,54,55,89],[12,54,62,67,90],[21,30,48,50,65,80,90],[41,94],[27,32,38,51,91,97],[45,83,86,93,99],[7,14,34,70,72,75,84],[15,17,19,20,23,43,45,52,54,78,89,98],[6,23,29,34,40,47],[8,11,19,35,39,50,56,60,62,80,88,96,98],[5,15,27,34],[3,22,43,44,50,67,70,81],[9,31,41,43,56,64,83],[0,17,20,37,52,55,59,71,84,97,98],[24,38,93,99],[0,59,75,78,87],[38,56,58,68,69,78,90],[52,91],[29,73,75,88,93],[1,40,42,44,52,79,96],[8,10,21,28,36,64],[10,22,26,55,63,77,88,92,96],[9,11,45,83,92,93,99],[14,27],[22,24,35,44,54,72,83,94],[1,2,17,18,33,35,59,74,84,95],[3,41,59,72,73,74,79,94],[32,49,54],[56,78,98],[11,13,26,29,49,67,69,86,91,95],[8,16,61,69,83,84],[19,21,28,31,68,69,77,78,89,98],[49,58,61],[16,27,93,96],[10,38,64,74,81,89],[4,17,22,26,32,50,58,59,71,74],[2,4,30,62,69,93,94],[1,5,20,21,45,52,93],[2,27,38,54,77,91,99],[5,13,36,85,92,96,98],[4,5,48,55,65,67,73,89],[4,22,36,49,56,68,73,87],[0,27,82],[0,15,33,48,72,89,93],[0,18,40,58,84],[36,52,61,64],[1,35,43,50,74,77,83,86,96],[20,44,45,59],[27,36,47,60,72,81],[8,19,31,32,64,65,82],[9,48,57,61,65,76,79,80,86],[13,23,24,39,41,46,67,69,79],[23,37,68,72],[31,36,42,52,62,64,76,82,89],[14,24,34,47,56],[29,50,52,56,71,74,82],[4,24,48,57,65,81]]"
false,false,"[[7,17,50,53,57,61,68,86],[9,28],[13,43,47,48,50,52,71,82,85],[8,33,38,47,76,93],[8,23,26,60,65],[9,23,26],[12,17,24,45,51,95],[0,15,18,23,56,61],[3,4,9,13,26,47,53,90],[1,5,8,15,50,98],[15,46,80],[49,52,54,91],[6,21,41,64,68,72,77,91],[2,8,20,46,52,54,69,82,87],[15,25,36,37,46,51,52],[7,9,10,14,20,67],[18,26,34,35,47,55,60,72,88,99],[0,6,26,28,46,82,85],[7,16,46,61,80,86],[22,37,48,78,79],[13,15,23,70,72,77],[12,24,45,70],[19,51,65,70,75],[4,5,7,20,43,48,49,72,80,95],[6,21,27,29,39,40,52,66,75,95],[14,34,39,46,49,99],[4,5,8,16,17,41,45,61,81,84],[24,29,33,46,59,60,66,82,86,93],[1,17,55,73,85,89],[24,27,69,96],[43,49,60,66,78,93,95],[50,73,82,97,98],[95],[3,27,37,52],[16,25,44,46,73,79],[16,38,75,93],[14,65,75,97],[14,19,33,56],[3,35,49,53,87],[24,25,82,89],[24,76],[12,26,58,65,76,86],[52,82,98],[2,23,30,47,61,68],[34,73,74,75],[6,21,26,49,65,67,79,95],[10,13,14,17,18,25,27,34,53,54,79,82],[2,3,8,16,43,56,97],[2,19,23,60,63],[11,23,25,30,38,45,62],[0,2,9,31,70,77],[6,14,22,67,81,82,97],[2,11,13,14,24,33,42,53],[0,8,38,46,52,55,63,66,85,96],[11,13,46,72,89],[16,28,53,84],[7,37,47,62,64,76,96],[0,66,69,86,87,90,99],[41,59],[27,58,76,77,85],[4,16,27,30,48,71],[0,7,18,26,43,98],[49,56],[48,53,89],[12,56,67,81],[4,22,36,41,45,85],[24,27,30,53,57,72,85,86],[15,45,51,64,75,81],[0,12,43,72,73,83],[13,29,57,90],[20,21,22,50],[2,60,97],[12,16,20,23,54,66,68,95],[28,31,34,44,68,97],[44,88],[22,24,35,36,44,67],[3,40,41,56,59,84,88,90,91],[12,20,50,59,80,86,89],[19,30,84,97,99],[19,34,45,46,93],[10,18,23,77],[26,51,64,67],[2,13,17,27,31,39,42,46,51,84,87],[68,84],[26,55,76,78,82,83],[2,17,28,53,59,65,66,98],[0,18,27,41,57,66,77,91,98],[13,38,57,82,99],[16,74,76],[28,39,54,63,77],[8,57,69,76],[11,12,76,86],[],[3,27,30,35,79,98],[],[6,23,24,30,32,45,72],[29,53,56,97],[31,36,47,51,71,73,78,96],[9,31,42,61,85,86,93],[16,25,57,78,87]]"
false,true,"[[23,32,39,95,99],[2,4,7,28,46,47,76,79,81,95],[1,14,93],[4,9,12,23,72,88],[1,3,37,42,46,49,52,72,79,89,96],[27,33,46,71,86],[21,22,35,73,77,94],[1,19,32,42,50,67,75],[13,15,17,34,38,49,81,83,90],[3,26,42,60,64,97],[32,33,50,63,71,94,95,96],[21,28,47,53,57,70],[3,44,60,67,73,92,95],[8,22,36,47,67],[2,15,28,44],[8,14,16,32,43,68,82,89],[15,28,29,35,47,83,84,89],[8,26,51,59,79,90,97],[28,73,77,80,93],[7,37,91,95,97],[31,34,47,64,79,83],[6,11,24,35,47,63,78,85],[6,13,26,50,54,69,74,95],[0,3,33,45,50,51,69,71,82,87],[21,52,73],[31,38,67],[9,17,22,29,59,65,94],[5,45,62,96],[1,11,14,16,18,36,41,59,60,83,90],[16,26,76,80],[35,37,41,78,88],[20,25,74],[0,7,10,15],[5,10,23,39,66,68,74,85],[8,20,43,63],[6,16,21,30,43,58,67],[13,28,41,52,53,54,86],[4,19,30,50,53,58,71,74],[8,25,61,68,78,97],[0,33,40,48],[39,51,55,70,89,96],[28,30,36,54,85],[4,7,9,58,86],[15,34,35,61,90,94],[12,14,47,76,85,88],[23,27,55,58,59,78,94],[1,4,5,71,94],[1,11,13,16,20,21,44,69,88,97,99],[39,65,71],[4,8,55,74,96],[7,10,22,23,37,67,72],[17,23,40,61],[4,24,36,53,62,85,94,96,97],[11,36,37,52,56,64,72,91],[22,36,41,63,79],[40,45,49,61,93,97],[53,67,80,90,95,98],[11,78,79,99],[35,37,42,45,82,88,97],[17,26,28,45,61,68],[9,12,28],[38,43,51,55,59,69,96],[27,52],[10,21,34,54,68,90,97],[9,20,53,69,86,96],[26,48],[33,68,89],[7,12,13,25,35,50,56,68,77,88],[15,33,38,59,63,66,67,83,98],[22,23,47,61,64],[11,40,75],[5,10,23,37,46,48,79,82],[3,4,50,53,76],[6,12,18,24],[22,31,33,37,49,87],[7,70,80],[1,29,44,72],[6,18,67,78,80,82,92],[21,30,38,45,57,77],[1,4,17,20,54,57,71,81],[18,29,56,75,77,82,85,95],[1,8,79,82],[15,23,58,71,77,80,81,85,98],[8,16,20,28,68,96],[16,86],[21,33,41,44,52,80,82],[5,36,42,64,84,95],[23,74,96,97],[3,30,44,47,58,67],[4,15,16,40,66,96],[8,17,28,43,56,63,96],[19,53,99],[12,77,93],[2,18,55,92],[6,10,26,43,45,46,52],[0,1,10,12,19,22,56,80,86,96,97],[4,10,27,40,49,52,61,64,83,87,89,90,95],[9,17,19,38,47,52,55,58,63,87,95],[56,68,82],[0,47,57,91]]"
