Triangulated,Connected,Graph
false,false,"[[20],[],[4],[],[2],[12],[],[],[],[],[],[],[5,14],[],[12,19],[],[],[],[],[14],[0]]"
false,false,"[[19],[6],[],[6],[9],[],[1,3],[],[],[4],[],[],[],[],[],[],[],[],[],[0],[]]"
false,false,"[[],[],[],[],[19],[],[],[],[14],[12],[],[],[9],[16],[8],[],[13],[],[],[4],[]]"
false,false,"[[],[],[8],[],[],[],[],[],[2,18],[],[],[],[],[17],[],[],[],[13],[8],[],[]]"
false,false,"[[],[],[],[],[],[],[],[13],[],[16],[],[],[],[7],[],[],[9],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[12],[],[],[13],[],[15],[6],[9],[],[11],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[8],[],[],[]]"
false,false,"[[20],[],[],[],[],[],[],[],[20],[],[],[20],[],[],[],[],[],[],[],[],[0,8,11]]"
false,false,"[[],[],[],[],[],[],[],[],[],[10],[9],[],[14],[],[12],[],[],[],[],[],[]]"
false,false,"[[],[15],[],[],[],[],[],[],[],[12,16],[],[],[9],[18],[],[1],[9],[],[13],[],[]]"
false,false,"[[],[],[],[12],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[20],[19]]"
false,false,"[[],[17],[15],[],[],[19],[20],[],[],[],[],[],[],[],[],[2],[],[1],[],[5],[6]]"
false,false,"[[],[],[13],[],[],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[]]"
false,false,"[[],[],[18],[],[],[12],[],[],[],[],[],[],[5],[],[],[],[],[],[2],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[13],[],[11],[],[17],[],[15,18],[17],[],[]]"
false,false,"[[10],[18],[],[],[],[7],[],[5],[],[],[0],[],[],[],[],[],[],[],[1],[],[]]"
false,false,"[[],[],[],[],[15],[],[],[],[17],[],[],[14],[],[],[11],[4],[],[8],[],[],[]]"
false,false,"[[1],[0],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[17],[],[]]"
false,false,"[[],[],[12],[],[],[],[],[],[],[],[17],[],[2],[],[],[],[],[10],[],[],[]]"
