Triangulated,Connected,Graph
false,false,"[[],[3],[],[1],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[3,4],[2],[2],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[7],[],[5],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[6],[],[],[],[],[],[0],[8],[7],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[6],[5],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[8],[7],[]]"
false,false,"[[],[],[],[],[],[],[],[8],[7],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[9],[],[7]]"
false,false,"[[],[],[4],[],[2],[],[8],[9],[6],[7]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[6],[5],[],[],[]]"
false,false,"[[],[],[],[5],[],[3],[],[],[],[]]"
false,false,"[[],[],[],[],[],[8],[],[],[5],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[9],[],[],[],[],[],[3]]"
false,false,"[[],[8],[],[],[],[],[],[],[1],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[5],[],[3],[],[],[9],[8]]"
false,false,"[[5],[],[],[],[],[0],[],[],[],[]]"
false,false,"[[],[],[],[8],[],[],[],[],[3],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[7],[],[5],[],[]]"
false,false,"[[2],[],[0],[],[],[],[],[],[],[]]"
false,false,"[[1],[0],[],[],[5],[4],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[7],[],[5],[],[]]"
false,false,"[[],[4],[],[],[1],[],[],[],[],[]]"
false,false,"[[],[],[],[9],[],[],[],[],[],[3]]"
false,false,"[[],[],[9],[],[],[8],[],[],[5],[2]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[6],[],[],[],[2],[],[],[]]"
false,false,"[[],[],[],[],[],[8],[],[],[5],[]]"
false,false,"[[],[],[],[],[],[7],[],[5],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[8],[8],[6,7],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[3],[],[1],[],[],[],[],[],[]]"
false,false,"[[],[7],[],[],[],[],[],[1],[],[]]"
false,false,"[[],[],[],[],[6],[],[4],[],[],[]]"
false,false,"[[],[],[9],[],[],[],[],[],[],[2]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[6],[],[],[],[],[],[0],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[8],[],[6],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[4],[],[2],[],[],[],[],[]]"
false,false,"[[],[],[],[],[6],[],[4],[],[],[]]"
false,false,"[[],[3],[],[1],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[8],[],[],[],[4],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[7],[],[],[],[],[],[],[0],[],[]]"
false,false,"[[],[],[],[],[],[],[9],[],[],[6]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[6],[],[4],[],[],[]]"
false,false,"[[],[],[4],[],[2],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[3],[2],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[4],[],[2],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[9],[],[],[6]]"
false,false,"[[],[8],[],[9],[],[],[8],[],[1,6],[3]]"
false,false,"[[],[2],[1],[],[7],[],[],[4],[],[]]"
false,false,"[[],[3],[],[1],[9],[9],[],[],[],[4,5]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[6],[],[4],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[6],[6],[],[],[],[],[0,1],[],[],[]]"
false,false,"[[7],[],[],[],[],[],[],[0],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[3],[2],[],[],[],[],[],[]]"
false,false,"[[],[],[],[6],[],[],[3],[],[],[]]"
false,false,"[[],[],[],[],[7],[],[],[4],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[4],[],[2],[9],[],[],[],[5]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[8],[],[],[],[],[3],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[8],[],[],[],[],[3],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[8],[],[9],[],[],[8],[],[1,6],[3]]"
false,false,"[[],[],[],[5],[],[3],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[8],[],[6,9],[8]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[9],[8]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[4],[3],[9],[],[],[],[5]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[5],[4],[],[],[],[]]"
false,false,"[[],[],[7],[],[],[6],[5],[2],[],[]]"
false,false,"[[],[],[3],[2,6],[],[],[3],[],[],[]]"
false,false,"[[],[],[],[],[],[],[9],[],[],[6]]"
false,false,"[[],[],[],[8],[],[],[],[],[3],[]]"
false,false,"[[],[4],[],[],[1,7],[],[],[4],[],[]]"
false,false,"[[],[],[],[7],[],[],[],[3],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[7],[],[],[4],[],[]]"
