Triangulated,Connected,Graph
false,false,"[[],[6],[],[7],[15,17],[],[1,18],[3],[],[],[],[],[],[],[],[4],[],[4],[6]]"
false,false,"[[],[],[],[],[],[],[12],[],[],[],[],[],[6],[],[],[],[],[18],[17]]"
false,false,"[[],[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[17],[3],[15],[]]"
false,false,"[[],[],[],[],[],[],[16],[],[],[],[],[],[],[],[],[],[6],[],[]]"
false,false,"[[11],[],[],[],[],[],[],[],[],[],[],[0],[],[],[],[],[],[],[]]"
false,false,"[[],[18],[13],[],[8],[],[],[],[4],[],[],[],[],[2],[],[],[],[],[1]]"
false,false,"[[],[],[],[18],[],[],[],[10],[],[],[7],[],[],[],[],[],[],[],[3]]"
false,false,"[[],[],[],[],[18],[],[],[],[],[10],[9],[],[],[],[],[],[],[],[4]]"
false,false,"[[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[6],[],[],[],[]]"
false,false,"[[],[],[],[],[8],[],[],[],[4],[13,15],[],[],[],[9],[16],[9],[14],[],[]]"
false,false,"[[5,8],[],[],[10,18],[],[0],[17],[],[0],[],[3],[],[],[],[15],[14],[],[6],[3]]"
false,false,"[[1],[0,2],[1],[],[12,13],[],[],[10],[],[],[7],[],[4],[4],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[12],[],[],[],[]]"
false,false,"[[],[],[],[],[8],[],[],[17],[4],[],[],[],[],[],[],[],[],[7],[]]"
false,false,"[[],[],[],[18],[],[],[],[],[],[14],[],[],[],[],[9],[],[],[],[3]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[18],[13],[],[],[14]]"
false,false,"[[],[6],[],[],[],[],[1,9],[],[],[6],[],[],[],[],[18],[],[],[],[14]]"
false,false,"[[],[],[9],[],[],[],[18],[10],[],[2,16],[7],[14,15],[],[],[11],[11],[9],[],[6]]"
false,false,"[[10],[],[],[],[7],[],[18],[4],[],[],[0,18],[],[],[],[],[],[],[],[6,10]]"
false,false,"[[5],[],[18],[],[],[0],[],[],[],[],[],[],[],[],[],[],[],[],[2]]"
false,false,"[[],[],[],[],[10],[10],[15],[],[17],[],[4,5,16],[],[],[],[],[6],[10],[8],[]]"
false,false,"[[3],[],[3],[0,2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[4],[],[],[16],[0],[],[],[],[12],[],[],[],[8],[],[],[],[3],[],[]]"
false,false,"[[7],[2],[1],[],[],[],[12],[0,11],[],[],[],[7],[6],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[7],[6],[],[],[],[],[17],[],[],[16],[15],[12],[]]"
false,false,"[[17],[14],[],[],[],[],[],[],[],[],[18],[],[],[],[1],[],[],[0],[10]]"
false,false,"[[],[17],[],[],[],[],[7,10],[6],[],[],[6],[],[18],[],[17],[],[],[1,14],[12]]"
false,false,"[[6],[],[],[],[],[],[0],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[10,11],[7],[6],[],[],[5,11,12],[5,10],[10],[],[],[],[],[],[]]"
false,false,"[[11],[],[],[],[],[],[10,14],[8],[7],[10],[6,9],[0],[],[],[6],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[14],[],[],[],[],[],[16],[7],[],[13],[],[]]"
false,false,"[[],[18],[],[13],[],[],[16],[],[],[],[],[],[],[3],[],[],[6],[],[1]]"
false,false,"[[],[],[],[],[],[],[],[],[10],[14],[8],[],[],[],[9],[16],[15],[],[]]"
false,false,"[[1],[0,17],[],[],[18],[],[],[],[],[14],[],[],[],[],[9],[],[],[1],[4]]"
false,false,"[[],[],[],[],[5],[4],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[17],[],[16],[],[],[],[],[],[],[],[],[7],[5],[]]"
false,false,"[[],[17],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[1],[9]]"
false,false,"[[],[],[],[4],[3,6],[],[4],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[8],[],[],[],[],[],[],[1],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[3],[],[],[0],[5],[4],[15],[],[],[],[],[],[],[],[],[6],[],[],[]]"
false,false,"[[3],[],[],[0],[],[],[15],[],[],[],[],[],[],[],[],[6],[],[],[]]"
false,false,"[[],[4],[16],[],[1],[],[11,17],[],[],[16,18],[],[6],[],[],[],[],[2,9],[6],[9]]"
false,false,"[[],[],[3],[2],[],[],[],[],[],[],[13,17],[],[],[10],[],[],[],[10],[]]"
false,false,"[[],[],[3],[2],[],[13,14],[],[16],[],[],[],[],[],[5],[5],[],[7],[],[]]"
false,false,"[[6],[],[],[],[15],[7,14],[0],[5],[],[18],[],[],[],[],[5],[4],[],[],[9]]"
false,false,"[[],[3],[],[1],[],[],[13],[],[],[],[],[],[],[6],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[15],[],[13],[],[],[],[9],[16],[7],[14],[],[]]"
false,false,"[[],[],[],[],[],[],[],[12],[],[],[],[],[7,16],[],[],[],[12],[],[]]"
false,false,"[[9,14,17],[],[],[8,15],[],[],[],[],[3],[0,17],[],[],[],[],[0],[3],[],[0,9],[]]"
false,false,"[[],[4],[],[16],[1,13],[],[],[],[12],[],[],[],[8],[4],[],[],[3],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[11],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[12],[]]"
false,false,"[[],[12],[9],[],[],[],[],[],[],[2],[15],[],[1],[14],[13],[10,17],[],[15],[]]"
false,false,"[[],[7],[],[],[],[9,18],[],[1],[],[5],[],[],[],[],[],[],[],[],[5]]"
false,false,"[[3],[],[7],[0],[],[],[],[2,14],[],[],[],[15],[],[],[7],[11],[],[],[]]"
false,false,"[[],[],[4],[],[2],[13],[],[],[],[],[],[],[],[5,16],[],[17],[13],[15],[]]"
false,false,"[[],[],[],[],[11],[],[],[],[],[13],[],[4],[],[9],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[9],[],[],[]]"
false,false,"[[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[5],[],[],[],[]]"
false,false,"[[2],[],[0],[],[],[12],[],[],[15],[12],[],[],[5,9],[],[],[8],[],[],[]]"
false,false,"[[],[],[],[],[5],[4],[],[18],[],[],[18],[],[],[18],[],[],[],[],[7,10,13]]"
false,false,"[[1],[0,5],[],[],[8],[1,15],[],[],[4,17],[],[],[],[],[],[],[5],[],[8],[]]"
false,false,"[[2],[9],[0],[],[],[],[15],[9,10],[],[1,7],[7],[],[],[16],[],[6],[13],[],[]]"
false,false,"[[],[],[],[],[14],[14],[],[],[],[],[16],[],[],[],[4,5],[],[10],[],[]]"
false,false,"[[],[],[],[16],[],[],[11],[14],[9],[8],[],[6],[],[],[7],[],[3],[],[]]"
false,false,"[[7],[],[],[],[],[],[],[0],[],[],[16],[],[16],[],[],[],[10,12],[],[]]"
false,false,"[[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[6],[],[],[]]"
false,false,"[[],[],[],[],[5],[4],[],[],[],[],[],[],[14],[],[12],[],[],[],[]]"
false,false,"[[],[7],[],[18],[15,17],[],[],[1,8],[7],[],[],[],[],[],[],[4],[],[4],[3]]"
false,false,"[[],[],[],[],[],[6,14],[5,9],[],[],[6,14],[],[],[],[],[5,9],[],[],[],[]]"
false,false,"[[],[],[],[13],[],[],[8],[],[6,11],[],[],[8],[],[3],[],[],[],[],[]]"
false,false,"[[8],[],[11],[],[],[],[],[],[0],[],[11],[2,10,17,18],[],[],[],[],[],[11],[11]]"
false,false,"[[1],[0],[],[],[],[],[],[],[16],[],[],[],[],[],[16],[],[8,14],[],[]]"
false,false,"[[6],[],[],[],[],[],[0,11],[],[],[],[],[6],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[17],[9,16],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[13],[],[6],[5],[12,16],[14],[],[],[],[7],[3,18],[8],[],[7],[],[13]]"
false,false,"[[],[],[],[],[],[9],[],[],[9],[5,8],[],[16],[],[],[],[],[11],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[17],[],[],[14],[],[],[11],[],[],[8],[]]"
false,false,"[[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0],[],[]]"
false,false,"[[8],[],[9],[10],[6],[],[4],[8],[0,7],[2],[3],[],[],[],[],[],[],[],[]]"
false,false,"[[],[10,11],[9],[],[],[9],[],[],[],[2,5],[1],[1,15],[],[],[],[11],[],[],[]]"
false,false,"[[],[],[],[15],[],[],[],[],[],[],[],[],[18],[],[],[3],[],[],[12]]"
false,false,"[[],[],[],[],[],[],[],[],[],[10],[9,16],[],[],[],[],[],[10],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[4],[3],[14],[],[],[13],[],[],[],[],[8,16],[5],[],[13],[],[]]"
false,false,"[[],[4],[],[],[1],[],[],[],[],[],[],[],[],[],[],[18],[],[],[15]]"
false,false,"[[],[],[],[],[],[],[7],[6],[16],[18],[],[],[],[],[],[],[8],[],[9]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[14],[],[],[11],[],[],[],[]]"
