Triangulated,Connected,Graph
false,false,"[[],[],[12],[],[6],[],[4],[11],[],[],[],[7],[2],[],[]]"
false,false,"[[],[],[],[],[],[],[],[11],[],[],[],[7],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[14],[],[],[13],[12],[9]]"
false,false,"[[],[9],[],[],[13],[],[],[14],[13],[1],[],[],[],[4,8],[7]]"
false,false,"[[1],[0],[],[],[],[],[],[],[],[],[],[13],[],[11],[]]"
false,false,"[[],[],[6],[],[],[],[2,8,12],[],[6],[],[],[],[6],[],[]]"
false,false,"[[],[],[],[],[7],[],[],[4,12],[],[],[],[],[7],[],[]]"
false,false,"[[],[8],[5,8],[12],[],[2,8],[7],[6],[1,2,5],[],[],[],[3],[],[]]"
false,false,"[[6],[],[3,13],[2],[],[],[0],[],[],[],[],[],[],[2],[]]"
false,false,"[[],[],[],[],[11],[],[],[],[],[],[],[4],[],[],[]]"
false,false,"[[],[6],[],[],[10,14],[],[1,11],[],[],[],[4],[6],[],[],[4]]"
false,false,"[[],[11],[12],[],[],[],[],[],[],[],[],[1],[2],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[12,13],[],[],[],[],[13],[],[],[],[],[14],[],[0],[0,5],[10]]"
false,false,"[[],[],[4],[],[2],[],[12],[],[],[],[],[],[6],[],[]]"
false,false,"[[6,9],[],[],[],[],[],[0],[],[],[0],[],[],[],[],[]]"
false,false,"[[7],[],[],[],[],[],[],[0],[13],[],[],[],[],[8],[]]"
false,false,"[[],[13],[],[],[],[],[],[],[],[],[],[],[],[1],[]]"
false,false,"[[8],[],[],[],[],[],[9],[],[0],[6],[],[],[],[],[]]"
false,false,"[[],[],[5],[],[],[2],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[13],[13],[],[],[],[],[],[],[],[],[],[2,3],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[11],[10,14],[],[],[11]]"
false,false,"[[],[],[],[],[],[],[],[9],[],[7],[],[],[],[],[]]"
false,false,"[[9],[],[],[],[],[6],[5],[],[],[0],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[11],[],[],[],[],[],[5],[],[],[]]"
false,false,"[[],[14],[],[],[],[],[],[],[],[],[12],[],[10],[],[1]]"
false,false,"[[],[],[],[],[],[10],[],[],[],[],[5],[],[],[],[]]"
false,false,"[[],[],[5],[],[],[2],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[13],[],[],[],[],[],[],[],[13],[],[3,11],[]]"
false,false,"[[],[],[],[5],[],[3,11,12],[],[],[],[11],[],[5,9],[5],[],[]]"
false,false,"[[],[],[],[],[],[9],[],[13],[],[5],[],[],[],[7],[]]"
false,false,"[[1],[0],[],[],[],[],[],[10],[],[],[7],[],[],[],[]]"
false,false,"[[],[],[],[],[9],[],[],[],[],[4,14],[],[],[],[],[9]]"
false,false,"[[],[6],[],[],[],[],[1],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[12],[11],[],[],[],[12],[],[],[4],[3,8],[],[]]"
false,false,"[[],[8],[],[],[],[],[],[],[1],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[14],[],[],[],[],[9]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[9],[],[7,10],[],[],[],[3],[],[1],[3],[],[],[],[]]"
false,false,"[[],[],[8],[],[],[],[],[],[2],[],[],[14],[],[],[11]]"
false,false,"[[],[12],[],[],[],[8],[],[],[5],[],[],[],[1],[],[]]"
false,false,"[[],[],[],[],[],[],[12],[],[],[13],[],[],[6],[9],[]]"
false,false,"[[11],[],[],[],[],[],[],[],[],[],[],[0],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[12],[8],[],[13],[5],[],[],[],[4],[7],[]]"
false,false,"[[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[6]]"
false,false,"[[],[13],[],[],[],[],[],[],[10],[],[8],[],[],[1],[]]"
false,false,"[[],[8],[],[],[],[],[],[],[1,10],[],[8],[],[],[],[]]"
false,false,"[[10],[],[],[],[],[],[],[],[],[11],[0],[9],[],[],[]]"
false,false,"[[],[],[3],[2],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[12],[],[],[],[],[],[6],[],[]]"
false,false,"[[],[],[10,11],[],[],[14],[],[],[],[],[2],[2],[],[],[5]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[6],[],[],[3],[8],[7],[],[],[],[],[],[]]"
false,false,"[[13],[],[],[],[],[],[],[],[],[],[],[],[],[0],[]]"
false,false,"[[],[],[],[],[],[],[],[],[10],[],[8],[],[],[],[]]"
false,false,"[[],[],[6],[],[],[],[2,12],[],[],[],[],[],[6],[],[]]"
false,false,"[[],[],[],[],[13],[],[],[],[],[],[],[],[],[4],[]]"
false,false,"[[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[1]]"
false,false,"[[9],[],[],[],[],[],[],[],[],[0],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[7],[],[],[4],[],[],[],[13],[],[11],[]]"
false,false,"[[],[],[],[],[12],[13],[],[],[],[],[],[],[4],[5],[]]"
false,false,"[[],[],[],[7],[],[],[],[3],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[11],[],[],[],[7],[],[],[]]"
false,false,"[[],[],[4],[],[2],[6],[5],[],[9],[8],[],[],[],[],[]]"
false,false,"[[5],[8],[],[],[],[0,7],[],[5],[1],[],[],[],[],[],[]]"
false,false,"[[6],[],[],[],[],[],[0],[],[14],[],[],[],[],[14],[8,13]]"
false,false,"[[],[],[],[],[],[],[],[],[10],[],[8],[],[],[],[]]"
false,false,"[[],[],[],[10],[],[],[],[11],[],[],[3],[7],[],[],[]]"
false,false,"[[],[],[],[],[],[],[7],[6,11],[],[],[],[7],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[12],[],[],[],[8],[],[]]"
false,false,"[[],[9],[],[],[12],[],[],[],[],[1],[],[13],[4],[11],[]]"
false,false,"[[],[],[],[4],[3],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[14],[],[6],[],[],[3],[],[],[],[],[],[],[],[1]]"
false,false,"[[],[],[6],[],[],[],[2],[],[],[],[],[],[14],[],[12]]"
false,false,"[[],[],[],[],[8],[],[12],[],[4],[],[],[],[6],[],[]]"
false,false,"[[],[7],[],[],[],[],[],[1],[],[],[],[],[],[],[]]"
false,false,"[[],[],[11],[],[],[],[],[],[],[],[],[2],[],[],[]]"
false,false,"[[6],[4],[],[],[1],[],[0],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[3],[],[],[0],[],[],[],[],[12],[],[],[],[8],[14],[13]]"
false,false,"[[],[],[4],[5],[2],[3],[],[],[],[13],[],[],[],[9],[]]"
false,false,"[[6],[],[],[],[8],[],[0,14],[],[4,9],[8],[],[],[],[],[6]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[3],[],[],[0],[],[],[],[],[],[12],[12],[],[9,10],[],[]]"
false,false,"[[],[13],[],[],[],[],[],[],[],[],[],[],[],[1],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[14],[],[],[],[],[],[8]]"
false,false,"[[4],[],[10],[],[0],[],[11],[],[],[],[2],[6],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[10],[],[],[],[],[],[],[],[2],[],[],[],[]]"
false,false,"[[],[10],[13],[],[],[],[],[],[],[],[1],[],[],[2],[]]"
false,false,"[[],[],[],[],[],[],[9],[],[],[6],[],[],[],[],[]]"
false,false,"[[],[],[4],[],[2],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[3],[],[1],[],[],[],[],[],[],[],[],[],[],[]]"
