Triangulated,Connected,Graph
false,false,"[[11,15],[42],[16,24,37],[5,26],[14,35],[3,36],[30],[12,42,43],[11,24,26,30,44],[16,31],[13],[0,8,18,46],[7,43],[10],[4,17,37],[0,17],[2,9,26,31,33],[14,15,19,21,22],[11,27],[17,30],[],[17],[17,34,40,43],[26,36,42],[2,8],[],[3,8,16,23,37,40],[18,41,43],[],[34],[6,8,19,40],[9,16,41,43],[36,38,44],[16,38],[22,29],[4],[5,23,32,43],[2,14,26],[32,33],[42,46],[22,26,30],[27,31,42],[1,7,23,39,41],[7,12,22,27,31,36],[8,32],[],[11,39]]"
false,false,"[[2,17,29],[2,22,37],[0,1,13,16],[10],[5],[4,12,14,39],[14,30,36],[27,29,38,39],[31,34],[23,40,45],[3,35],[22,24,32,33],[5,13,30,34],[2,12,22],[5,6,39,44],[36],[2,34],[0],[20,37,46],[22,43],[18],[],[1,11,13,19],[9,33,35],[11,29],[],[],[7,29],[42,46],[0,7,24,27,33,37,39],[6,12],[8,36,39,43],[11],[11,23,29,45],[8,12,16],[10,23,44],[6,15,31],[1,18,29,41,45],[7],[5,7,14,29,31],[9],[37],[28],[19,31],[14,35],[9,33,37],[18,28]]"
false,false,"[[42,44],[2,29],[1,20,40],[23,25,27,43],[10,25],[45],[8,19,40],[37],[6],[20,44],[4,15,18,23,27,29,40,43],[31],[31],[],[27],[10,33,37,40],[17,35,36],[16,32,43],[10,33],[6],[2,9,22,33,37,43],[32],[20,32],[3,10,24],[23,37],[3,4,34,46],[29,34],[3,10,14,39,40],[],[1,10,26,46],[37,40,45],[11,12,34],[17,21,22],[15,18,20],[25,26,31],[16],[16],[7,15,20,24,30,43],[],[27,43],[2,6,10,15,27,30],[],[0],[3,10,17,20,37,39],[0,9],[5,30],[25,29]]"
false,false,"[[13,15,31,36,37,42],[9,31],[33],[10,13,38],[8,26,46],[15,21,27],[7,9,12],[6,13,18],[4,12,23,36],[1,6],[3,16,26,41,45],[41,46],[6,8,33,39],[0,3,7,14,15],[13],[0,5,13,23],[10],[24,28,31,43],[7,32,40,44],[25,39,41,46],[44],[5,43,45],[25,29,32,38],[8,15],[17,26,45],[19,22,29],[4,10,24,33],[5,35,42],[17,31,36,37,46],[22,25,45],[],[0,1,17,28,35,42],[18,22,33,42,43],[2,12,26,32],[38],[27,31,46],[0,8,28,46],[0,28,46],[3,22,34],[12,19],[18,45],[10,11,19],[0,27,31,32],[17,21,32],[18,20],[10,21,24,29,40],[4,11,19,28,35,36,37]]"
false,false,"[[42],[4,20,41],[],[19,33,40,42],[1],[32],[8,25],[31,36],[6,9,21,38,43],[8,11,20,37],[21,24,29],[9,20,29,35],[],[19,21,28,32,34],[],[18,24,35],[30],[34,37,40],[15],[3,13,24],[1,9,11,27,40],[8,10,13,28,34],[38],[30,35],[10,15,19,27],[6,31],[34,37,42],[20,24,29,30,39],[13,21,46],[10,11,27],[16,23,27,34,38],[7,25],[5,13,34],[3,36,40],[13,17,21,26,30,32],[11,15,23,37,39],[7,33],[9,17,26,35,43],[8,22,30,40,41],[27,35],[3,17,20,33,38,43],[1,38],[0,3,26,46],[8,37,40],[],[],[28,42]]"
false,false,"[[3,4,19,22,42],[39],[11,19,20,25,43],[0,4,24,33,40],[0,3,11],[15,25,42],[16,29],[24],[26,29,34],[29,30,40],[],[2,4,23,28,32,44],[25,32],[24,33],[21,37,40],[5],[6,20,30,46],[18,19,22,38],[17],[0,2,17],[2,16,34,44],[14,27,33],[0,17,23,34,45],[11,22,32,37,38,46],[3,7,13,30,33,40,44],[2,5,12,44],[8,34,35,37,39],[21,31,45],[11,33,45],[6,8,9,42,44],[9,16,24,33,38],[27,38,44],[11,12,23],[3,13,21,24,28,30],[8,20,22,26,41],[26],[41],[14,23,26],[17,23,30,31],[1,26],[3,9,14,24],[34,36],[0,5,29],[2,44],[11,20,24,25,29,31,43],[22,27,28],[16,23]]"
false,false,"[[3,11,37,38],[],[10],[0,4,16,29,43],[3],[],[12,21,27,28,32,42],[24,34,36,39,42],[12,29,35],[16,19],[2,17,27,40],[0,29],[6,8,17,41,45],[21,30,38],[23,24,26,29,35],[34,36,46],[3,9,21,23,31,36,38],[10,12,26],[23,26,42],[9],[],[6,13,16],[26,36,38],[14,16,18,39],[7,14],[28,40],[14,17,18,22,40],[6,10],[6,25],[3,8,11,14,40,45],[13,40],[16,37,44],[6,46],[],[7,15,36],[8,14],[7,15,16,22,34],[0,31,44],[0,13,16,22],[7,23],[10,25,26,29,30],[12],[6,7,18],[3],[31,37],[12,29],[15,32]]"
false,true,"[[5,7,35],[13,27,29],[3,44],[2,13,18,27,29,36,42],[19,29,34,39],[0,15,18,19,29,40],[7,25,46],[0,6,21],[13],[45],[18,29,40],[28,33,38],[14,15,33],[1,3,8,16,30,42],[12,33,38,39],[5,12,20,21,27,46],[13,20,37,43],[34],[3,5,10,23],[4,5,20,35],[15,16,19,27,46],[7,15,46],[36],[18,28],[35],[6],[27],[1,3,15,20,26,31,37],[11,23],[1,3,4,5,10,41,45],[13,44],[27],[34],[11,12,14],[4,17,32,46],[0,19,24],[3,22,45],[16,27],[11,14],[4,14],[5,10,41],[29,40],[3,13],[16],[2,30],[9,29,36,46],[6,15,20,21,34,45]]"
false,false,"[[7,29,35,40],[7],[43],[29,41],[37],[6,10,15,32],[5,20],[0,1,14],[44,45],[17,35,39,41],[5,25],[15,42],[29,41],[17,18],[7],[5,11],[29,31],[9,13,20,28,41],[13,33,42,43],[45],[6,17,31,35],[36,42],[34,38,39],[25,38,39,46],[],[10,23,42,44],[41],[31],[17,43,46],[0,3,12,16,40],[36],[16,20,27,41],[5],[18,42],[22,40],[0,9,20],[21,30,38,39],[4],[22,23,36,44],[9,22,23,36],[0,29,34],[3,9,12,17,26,31],[11,18,21,25,33,44],[2,18,28],[8,25,38,42],[8,19],[23,28]]"
false,false,"[[8,31],[10,19,45],[5,30,34,36,42],[37,40],[],[2,27,38,39],[10,42,46],[38,45],[0,32],[],[1,6,23],[16,24,35,42],[],[17,22,23],[19,34,43],[41,45],[11,17,19,33],[13,16,18,42],[17],[1,14,16],[46],[28,39],[13,27],[10,13,36],[11,30],[],[46],[5,22],[21,37,40],[31],[2,24,32,40,45],[0,29,34,40,42],[8,30,33,39],[16,32],[2,14,31,36],[11,43],[2,23,34,46],[3,28,39,46],[5,7],[5,21,32,37,43],[3,28,30,31],[15],[2,6,11,17,31],[14,35,39],[],[1,7,15,30],[6,20,26,36,37]]"
