Triangulated,Connected,Graph
true,true,"[[1,3,4,5,6],[0,2,3,4,5,6],[1,3,4,5,6],[0,1,2,4,5,6],[0,1,2,3],[0,1,2,3,6],[0,1,2,3,5]]"
false,true,"[[2,3,6],[2,3,5,6],[0,1,4,5],[0,1,4,5],[2,3,5,6],[1,2,3,4,6],[0,1,4,5]]"
true,true,"[[1,2,3,4,6],[0,2,3,4,5,6],[0,1,3,4,5,6],[0,1,2,4,6],[0,1,2,3,5,6],[1,2,4,6],[0,1,2,3,4,5]]"
true,true,"[[4,6],[2,3,4,5,6],[1,3,4,5,6],[1,2,4],[0,1,2,3,5,6],[1,2,4],[0,1,2,4]]"
false,true,"[[1,2,4,5,6],[0,3,4,5,6],[0,3],[1,2,4,5,6],[0,1,3,5,6],[0,1,3,4,6],[0,1,3,4,5]]"
true,true,"[[1,2,3,4,5,6],[0,2,4,5,6],[0,1,3,4],[0,2,5,6],[0,1,2,5],[0,1,3,4,6],[0,1,3,5]]"
true,true,"[[1,2,3,4,6],[0,5,6],[0,3,5,6],[0,2,4,5,6],[0,3,6],[1,2,3,6],[0,1,2,3,4,5]]"
false,true,"[[1,5],[0,2,3,5,6],[1,4,5,6],[1,4],[2,3,6],[0,1,2],[1,2,4]]"
true,true,"[[2,3,4,5,6],[3,6],[0,3,5,6],[0,1,2,4,5,6],[0,3,5,6],[0,2,3,4],[0,1,2,3,4]]"
true,true,"[[2,4,5,6],[2,3,4,5],[0,1,3,4,6],[1,2,4,6],[0,1,2,3,5,6],[0,1,4,6],[0,2,3,4,5]]"
true,true,"[[1,2,3,4,5,6],[0,2,3,4,5,6],[0,1,3,5,6],[0,1,2,4],[0,1,3,5,6],[0,1,2,4,6],[0,1,2,4,5]]"
true,true,"[[1,2,4,5,6],[0,2,4],[0,1,3,4,5,6],[2,4,5],[0,1,2,3,6],[0,2,3,6],[0,2,4,5]]"
true,true,"[[3,4,5,6],[2,3,4],[1,5,6],[0,1,4,5],[0,1,3,5],[0,2,3,4,6],[0,2,5]]"
