Triangulated,Connected,Graph
false,false,"[[12,16],[41],[7,28,54],[],[],[20],[],[2,59],[18,26],[51],[48],[29,41],[0,59,60,67],[68],[53],[],[0,33],[],[8,24],[],[5,37],[44,48],[53],[51],[18],[73],[8],[52,58],[2,67,68],[11],[],[44],[],[16,35],[68],[33,59,63],[50],[20],[48],[],[],[1,11],[59],[61],[21,31],[],[],[],[10,21,38],[],[36,69],[9,23],[27],[14,22,61],[2],[],[69],[],[27],[7,12,35,42],[12],[43,53],[],[35],[67],[],[],[12,28,64],[13,28,34],[50,56],[],[],[],[25],[]]"
false,false,"[[39,56],[],[15],[9,20,43,45],[27,61],[38,71],[],[58],[10,28,32,50],[3,42,54,63,66],[8],[],[36,59],[],[25],[2],[47],[],[],[48],[3,65],[],[],[],[],[14,32],[34],[4,44],[8,30,48],[],[28,34],[],[8,25],[],[26,30],[],[12,48,66],[46],[5],[0,43],[43],[],[9],[3,39,40,62],[27],[3],[37],[16],[19,28,36,73],[63],[8],[63,73],[],[61],[9],[],[0],[],[7],[12],[],[4,53],[43],[9,49,51],[],[20],[9,36,70],[],[],[],[66],[5],[],[48,51],[]]"
false,false,"[[],[38,39,43,65,71],[],[74],[61],[],[70],[],[73],[43,65],[26],[13,19,38,52],[],[11,29,67],[],[],[52],[],[],[11],[],[],[],[62],[50,60],[],[10],[49],[62],[13],[61],[71],[],[46,53],[],[56,72],[60,68],[],[1,11],[1],[48],[],[],[1,9],[59],[],[33,47],[46],[40,58],[27],[24,55],[],[11,16],[33],[71],[50,64],[35,71],[],[48],[44],[24,36],[4,30],[23,28,70],[],[55],[1,9,66],[65],[13],[36],[],[6,62],[1,31,54,56],[35],[8],[3]]"
false,false,"[[18],[73],[],[45],[44,50],[13,44],[19,34,52],[51],[],[37],[19,29],[21,58],[58],[5,59],[19],[],[41],[61],[0],[6,10,14,66],[65],[11,49],[],[],[],[],[28,38,63],[47,51,61,65],[26],[10],[],[33,40],[],[31],[6,56,70],[],[],[9,39],[26,57],[37],[31],[16],[],[],[4,5],[3,72],[],[27],[],[21,61,70],[4,64],[7,27,63],[6],[],[67],[63,68],[34],[38],[11,12],[13],[],[17,27,49,65],[],[26,51,55],[50],[20,27,61],[19],[54],[55],[],[34,49],[],[45],[1],[]]"
false,false,"[[4,18,21,47],[],[6,67],[59,73],[0,50],[30,67,70],[2],[11,18],[13,53],[],[30,67],[7,39],[],[8,69],[21],[74],[22,34],[58],[0,7],[36],[],[0,14],[16,68],[],[],[],[],[],[],[],[5,10,34],[],[],[68],[16,30,69],[],[19,38],[],[36],[11],[],[],[],[],[],[],[],[0],[],[],[4],[],[],[8,74],[],[],[],[69],[17,67,71],[3],[],[],[],[],[],[],[73],[2,5,10,58],[22,33],[13,34,57],[5],[58],[],[3,66],[15,53]]"
false,false,"[[22],[],[20,41],[43,59,63],[],[8,14,34,46],[48],[20],[5,44,65],[],[24],[21,69,71],[34],[],[5,60],[64],[],[57],[25,54],[25],[2,7],[11],[0,59],[],[10],[18,19],[35],[41,43,57],[40,55],[56],[],[37],[],[],[5,12],[26,50],[49,66],[31,45,57],[51],[],[28],[2,27],[56],[3,27],[8,52],[37],[5,49],[],[6,56],[36,46],[35],[38,58],[44],[59],[18,66],[28],[29,42,48,63,72],[17,27,37,61],[51],[3,22,53,69],[14,69],[57],[],[3,56,67,72],[15],[8],[36,54],[63],[],[11,59,60],[],[11],[56,63],[],[]]"
false,false,"[[42,61],[35,69],[70],[31],[],[34,45],[25,68],[29,51],[68],[],[69,71],[],[],[72],[21],[62,66],[60],[],[],[],[62],[14,41],[],[],[],[6,32],[42,57],[],[],[7],[],[3],[25],[49],[5,70],[1,38,39,56],[44],[68],[35,56],[35],[52],[21],[0,26,73],[],[36],[5],[],[59],[],[33],[],[7,57,63],[40],[],[],[58,63,73],[35,38,68],[26,51],[55],[47],[16],[0],[15,20],[51,55],[],[],[15],[],[6,8,37,56],[1,10],[2,34],[10],[13],[42,55],[]]"
false,false,"[[],[39],[18,32],[4,11,33,70],[3],[20],[],[37],[28],[],[67],[3],[],[],[],[45],[31,44,59,66],[],[2,22],[44,51],[5],[],[18,36],[68],[],[51],[],[30],[8,61],[],[27,51],[16,67],[2,51],[3,38],[],[39],[22,53],[7],[33],[1,35,71],[],[],[],[],[16,19],[15,69],[],[54],[],[],[],[19,25,30,32,61,62],[],[36],[47],[],[],[],[],[16],[67],[28,51,68],[51,72],[],[],[],[16],[10,31,60],[23,61],[45],[3],[39],[62],[],[]]"
false,false,"[[71],[],[36,61],[],[5,8,14,37,64],[4],[25,43],[40,65],[4,61],[38],[31],[65],[47,51,65],[],[4,25,71],[],[21],[72],[19,54],[18],[],[16],[46],[],[],[6,14],[72],[],[33],[50,64],[46],[10,41],[66],[28],[],[49],[2],[4],[9],[],[7],[31,49],[],[6],[],[],[22,30],[12],[],[35,41],[29],[12],[],[],[18],[],[],[],[],[],[],[2,8],[],[],[4,29],[7,11,12],[32],[],[],[],[],[0,14],[17,26],[],[]]"
false,false,"[[4,23],[73],[],[5,12,16],[0],[3,69],[21],[],[43],[],[34,50],[],[3,33],[],[51],[57],[3],[33],[41,60,62],[25,38,57],[65],[6],[64],[0],[55],[19,44],[],[],[],[],[],[],[69],[12,17],[10],[67],[],[61],[19],[],[52,57],[18,69],[72],[8],[25],[],[55],[],[50],[],[10,48],[14],[40],[],[],[24,46],[],[15,19,40,72],[],[],[18,67],[37],[18],[],[22],[20],[],[35,60],[],[5,32,41],[],[],[42,57],[1],[]]"
false,false,"[[18,23,30,39,63],[40],[],[24,41],[],[32],[44,68],[56],[29],[16,49],[],[],[18,22,65],[],[30],[43],[9,50],[],[0,12],[],[],[],[12],[0,30],[3],[67],[],[],[],[8,64],[0,14,23,62],[],[5,54],[37,65],[43],[64],[44,73],[33,65],[53,68],[0,61],[1,52],[3,74],[],[15,34],[6,36],[],[57],[74],[],[9],[16,74],[59],[40],[38],[32,64],[],[7],[46],[61],[51],[73],[39,58],[30],[0],[29,35,54,68],[12,33,37],[],[25],[6,38,64],[72],[],[],[69],[36,60],[41,47,50]]"
false,false,"[[45,57],[],[5],[],[],[2,17,45],[26],[],[],[38],[33],[],[33],[73],[48],[37,59],[],[5,52,61],[43],[34],[70],[59],[24],[35],[22,62,65],[],[6,52,56],[],[56],[],[],[41],[],[10,12],[19],[23],[],[15],[9,56],[53],[],[31,57],[],[18,45],[],[0,5,43,60,67],[64],[60],[14],[],[],[56,66],[17,26],[39],[],[],[26,28,38,51],[0,41],[],[15,21,64],[45,47,74],[17],[24],[70],[46,59],[24,68],[51,68],[45],[65,66,72],[74],[20,63],[73],[68],[13,71],[60,69]]"
false,false,"[[],[42,46],[],[25],[],[32],[48],[],[42],[],[56],[],[29,43,45],[],[16],[55],[14,72],[50],[],[],[44,61],[],[42],[57],[50,63],[3],[],[67],[38,44],[12,41,70],[],[],[5,46],[],[],[],[39],[],[28,39,40,44],[36,38],[38,61],[29],[1,8,22],[12],[20,28,38],[12],[1,32,49,61],[],[6],[46],[17,24],[58],[61],[],[70],[15,66],[10],[23],[51],[],[],[20,40,46,52],[64],[24],[62],[71],[55,67],[27,66],[],[],[29,54],[65],[16],[],[]]"
