Triangulated,Connected,Graph
false,false,"[[],[5,8,13,25],[4,40,44],[],[2,40],[1,15,38],[16,25,69],[32,59],[1,48],[23,25,34,37,49,53,73],[24],[28,51],[],[1],[16,42,52,67],[5,29,38,42],[6,14,18,63],[],[16,57,60],[54],[],[26,43,59],[],[9,30,35,46,61],[10,29,32,61],[1,6,9,58],[21,43,53],[51],[11],[15,24],[23,59],[60,64],[7,24],[],[9,61],[23,65],[],[9],[5,15],[66],[2,4,66,72],[61],[14,15],[21,26,54],[2,54],[],[23],[69],[8],[9],[],[11,27],[14],[9,26],[19,43,44],[],[],[18],[25,68],[7,21,30],[18,31],[23,24,34,41],[64],[16,74],[31,62],[35],[39,40],[14],[58],[6,47],[],[],[40],[9],[63]]"
false,false,"[[59,63],[48,53],[30,50,58],[49],[11],[37],[31,73],[20,63,68],[46],[14,20,52,61],[15,32,51,52],[4,13],[18],[11,54],[9],[10,23,38,50],[39,51,72],[46,53],[12,49,73],[22],[7,9,21,60],[20,24,37,63],[19,23,52],[15,22,54],[21,58],[40],[36,40,73],[32],[45,51,73],[44],[2,42],[6,35,42,73],[10,27,43,62],[71],[],[31],[26,52,57],[5,21,58],[15],[16],[25,26,67],[56],[30,31,55,59,66,74],[32,52,61],[29,46],[28],[8,17,44,56,72],[],[1],[3,18],[2,15,66],[10,16,28],[9,10,22,36,43,67],[1,17,59],[13,23],[42,63,67],[41,46,69],[36],[2,24,37,60,74],[0,42,53],[20,58],[9,43,70],[32,66],[0,7,21,55,64],[63],[],[42,50,62],[40,52,55],[7],[56],[61,74],[33],[16,46],[6,18,26,28,31],[42,58,70]]"
false,false,"[[30,46,68],[22,30,54,68,74],[16,19,22],[21,37,65],[23,68],[16],[9,13],[11],[66],[6,13,16,24,38],[15],[7,41],[16,42,58],[6,9,25,47,67],[17,25],[10,40],[2,5,9,12,35],[14,24,35],[25,51],[2,70],[],[3],[1,2,23],[4,22,28,67],[9,17,59,61],[13,14,18],[34,35,65],[60],[23,29,58,72],[28],[0,1,68],[55,63],[54],[36],[26,55,73,74],[16,17,26],[33],[3,70],[9,41,74],[69],[15,52],[11,38,56,67,72],[12,44,60],[57],[42,54],[],[0,69],[13,68],[68,72],[58],[58,63],[18,52],[40,51,70],[],[1,32,44],[31,34,74],[41],[43],[12,28,49,50],[24,61],[27,42],[24,59],[],[31,50],[],[3,26,70,74],[8],[13,23,41],[0,1,4,30,47,48,70],[39,46],[19,37,52,65,68],[],[28,41,48],[34],[1,34,38,55,65]]"
false,false,"[[20],[],[],[43,49,62],[17,19,50,71],[],[11,19,68],[41,70],[17,74],[50,70],[14,19,21,33],[6,53,56],[13,51],[12,30],[10,36],[47,60],[20,28,49],[4,8,36,38,40,50,63],[23,25,33],[4,6,10,70],[0,16,25],[10,40,42,48],[49],[18,62],[51,60],[18,20],[34,51,53,58],[54],[16,36,44,48,54],[],[13,59],[],[],[10,18],[26,59],[40],[14,17,28],[56],[17],[62],[17,21,35],[7,58,62],[21],[3],[28],[72],[50,56],[15],[21,28],[3,16,22],[4,9,17,46,72],[12,24,26],[62,66],[11,26],[27,28,60],[59],[11,37,46,60,67],[],[26,41,67,72],[30,34,55],[15,24,54,56],[],[3,23,39,41,52,63],[17,62],[],[],[52],[56,58],[6],[],[7,9,19,74],[4],[45,50,58],[],[8,70]]"
false,false,"[[24,37],[20,63],[35,62],[46],[64],[10,55],[],[14,44,60],[16,31],[51,62],[5,39,52],[21,22,51,66],[41],[47],[7,39,47,71],[54],[8,20,29,46,62],[],[65],[64,73],[1,16,57,63],[11,60],[11,30,33],[],[0],[32,34,46,71],[39],[64],[55],[16,46],[22,50],[8,45],[25],[22,59],[25,38,68],[2,43],[71],[0],[34],[10,14,26,72],[63,67],[12,66,73],[70],[35,67],[7],[31,63],[3,16,25,29,59],[13,14],[67,74],[51],[30,57],[9,11,49,74],[10,56,60],[],[15],[5,28],[52],[20,50],[],[33,46,61],[7,21,52],[59],[2,9,16],[1,20,40,45],[4,19,27],[18,66],[11,41,65],[40,43,48],[34,73],[],[42],[14,25,36],[39],[19,41,68],[48,51]]"
false,false,"[[55],[38,51,64],[69,73],[37,44],[6,72],[16,72],[4,46],[11,37],[16,45],[71,74],[63],[7,35,39,53],[13,16,31],[12,70],[35,62,65],[27,38],[5,8,12],[36],[24,35,37],[29,34,35,46,55],[43,62,69,73],[],[38,42,52,54,60,63],[39,47],[18,60],[34],[58],[15,53,61],[],[19,36],[],[12,61],[43,67],[41],[19,25,38,40],[11,14,18,19,56],[17,29,55,74],[3,7,18,58],[1,15,22,34,46,53,60],[11,23],[34,51],[33,46],[22,58],[20,32],[3],[8,51,61,73],[6,19,38,41,66],[23,61],[],[66],[55,65],[1,40,45,64],[22],[11,27,38],[22],[0,19,36,50,67],[35],[68],[26,37,42,66],[65,71,73],[22,24,38,74],[27,31,45,47],[14,20],[10,22],[1,51],[14,50,59],[46,49,58],[32,55,72],[57],[2,20],[13],[9,59],[4,5,67],[2,20,45,59],[9,36,60]]"
false,false,"[[38],[23,74],[60,68],[37],[27],[31,39],[40],[17,25,34],[45],[22,32],[36,63],[],[34,66],[16],[50,61],[48,51],[13,41],[7,24],[42,55,70],[24,31,54],[],[],[9,62],[1,45,63],[17,19,31,41,53],[7,43,71,74],[38,52],[4],[48,50,62],[],[],[5,19,24,61],[9,44,51,71],[38,54,62],[7,12,51,55],[],[10,44,54],[3,38,53,58,60],[0,26,33,37,39],[5,38],[6],[16,24],[18],[25],[32,36],[8,23,51],[],[70],[15,28,74],[],[14,28],[15,32,34,45,71],[26,57,68],[24,37,59,61,72],[19,33,36],[18,34],[],[52],[37],[53],[2,37,70],[14,31,53],[22,28,33],[10,23,74],[],[],[12],[],[2,52],[73],[18,47,60],[25,32,51],[53],[69],[1,25,48,63]]"
false,false,"[[6,31,34,35],[68],[28,67,71],[64],[11,15,19,36,62],[61,72],[0],[17,43],[27,39,46,47],[19,44,50],[14,64],[4,37,45,48,59,73],[50,63],[25,71],[10,37],[4,32],[38,49,56],[7,19,22,35,43],[35],[4,9,17,53,69,70],[21],[20,33,35,43,46,48,51],[17,37,44],[],[31,39],[13,35,44,70],[35,50,55],[8,62,65],[2,74],[49],[55],[0,24,50],[15,52],[21,64],[0,62],[0,17,18,21,25,26,43,61],[4,57],[11,14,22],[16],[8,24],[41,46,54,74],[40,51],[43],[7,17,21,35,42],[9,22,25],[11],[8,21,40,51,59,60],[8,63],[11,21,67],[16,29,59],[9,12,26,31,57,65],[21,41,46],[32],[19,58],[40,74],[26,30],[16,73],[36,50,63],[53],[11,46,49],[46],[5,35,71],[4,27,34,69],[12,47,57,67],[3,10,33],[27,50],[],[2,48,63],[1,70],[19,62],[19,25,68],[2,13,61],[5],[11,56,74],[28,40,54,73]]"
false,false,"[[14,36],[3,46],[3],[1,2,14,23],[5,9,24,38,55,62],[4,42,44],[18,74],[33],[29,31],[4,20,72],[49,52,60,62],[41,50,55,60,70],[64],[23,55],[0,3,58,61],[63,64],[31,50],[],[6,31],[28,55,73],[9],[67],[33],[3,13,54],[4],[40,57],[],[34],[19,38,44,66],[8,62,66],[31],[8,16,18,30,53],[44,55],[7,22,68],[27,63],[70],[0,42,66],[57],[4,28,47,74],[],[25,63],[11,45],[5,36,66],[59],[5,28,32,45,55],[41,44,57,61],[1],[38],[],[10],[11,16],[62],[10,57,59],[31],[23],[4,11,13,19,32,44,59,69],[72],[25,37,45,52,67],[14,70],[43,52,55],[10,11],[14,45],[4,10,29,51],[15,34,40],[12,15],[],[28,29,36,42],[21,57,74],[33],[55],[11,35,58],[],[9,56],[19],[6,38,67]]"
false,false,"[[2,11,25],[16,40,55,61,64],[0,62,65],[16],[70,72],[11,14,24,53,54,55],[50,56,58],[12,64,66,72],[14,35],[24,52],[28,46],[0,5,46],[7,62],[],[5,8,58],[],[1,3,43,66,67],[],[24,37],[67,72],[],[26,27],[25,60,65],[34],[5,9,18,35,39],[0,22,27,44,65],[21,40],[21,25,40],[10],[53,69,74],[40,51,65],[],[46],[39,43],[23],[8,24],[44],[18],[],[24,33,44],[1,26,27,30],[55],[58,60],[16,33],[25,36,39,52,70,73],[],[10,11,32,54],[67],[],[74],[6],[30],[9,44],[5,29],[5,46,68],[1,5,41],[6,63,68],[73],[6,14,42],[],[22,42,71],[1],[2,12],[56],[1,7],[2,22,25,30],[7,16],[16,19,47],[54,56],[29],[4,44],[60],[4,7,19],[44,57],[29,49]]"
