Triangulated,Connected,Graph
false,false,"[[],[19],[22],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[13],[19],[1,18],[24],[],[2],[],[20],[]]"
false,false,"[[14],[],[],[],[14],[],[],[],[],[],[],[16,22],[],[23],[0,4],[],[11],[],[],[],[],[],[11],[13],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[23],[9,22],[],[]]"
false,false,"[[],[],[],[],[18],[],[],[11],[],[12],[],[7],[9],[],[],[],[],[],[4],[],[],[],[],[],[],[]]"
false,false,"[[5],[18],[],[4],[3],[0],[],[],[13],[],[12],[],[10],[8],[15],[14],[],[],[1],[],[],[],[],[],[],[]]"
false,false,"[[],[7],[16],[],[],[12],[],[1],[],[],[],[],[5],[],[],[],[2],[],[],[],[],[],[],[],[],[]]"
false,false,"[[19,20],[],[],[],[15],[],[14],[24],[16],[],[],[],[],[],[6],[4],[8],[],[],[0],[0],[],[23],[22],[7],[]]"
false,false,"[[23],[8,21],[],[],[],[],[],[],[1],[],[],[],[],[],[16],[],[14],[],[22],[25],[],[1],[18],[0],[],[19]]"
false,false,"[[],[],[],[],[],[12],[18],[],[],[],[],[],[5],[],[20],[19],[18],[24],[6,16],[15],[14],[],[],[],[17],[]]"
false,false,"[[],[7],[],[],[],[],[],[1],[],[],[],[],[],[],[],[],[19],[],[],[16],[],[],[],[],[],[]]"
false,false,"[[],[21],[20],[],[15,21],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[2],[1,4,25],[],[],[],[21]]"
false,false,"[[6,15],[],[],[],[],[12],[0],[22],[],[],[],[19],[5],[],[],[0],[23],[],[],[11],[],[],[7],[16],[],[]]"
false,false,"[[],[24],[],[13],[],[],[21,24],[],[23],[],[],[],[],[3,15],[],[13],[],[],[],[],[],[6],[],[8],[1,6],[]]"
false,false,"[[],[],[],[],[],[19],[],[],[],[],[],[],[22],[],[],[25],[],[],[],[5],[],[],[12],[],[],[15]]"
false,false,"[[],[19],[],[7],[],[13,20],[],[3],[],[],[],[],[14],[5],[12,17],[19],[],[14],[],[1,15],[5],[],[],[],[],[]]"
false,false,"[[],[6,23],[6,13],[11],[],[],[1,2],[],[],[24],[],[3],[],[2],[],[],[20],[],[],[],[16],[],[],[1,24],[9,23],[]]"
false,false,"[[],[],[],[11,15],[],[],[],[],[13],[],[14],[3],[],[8],[10],[3,17],[],[15,19],[],[17],[],[],[],[],[],[]]"
false,false,"[[],[],[15,23],[],[23],[],[],[23],[],[],[],[],[],[16],[],[2],[13],[],[],[],[],[],[],[2,4,7],[],[]]"
false,false,"[[10],[],[],[],[],[],[],[],[],[16],[0,22],[],[],[],[22],[],[9],[],[20],[],[18],[],[10,14],[],[],[]]"
false,false,"[[22],[],[15],[4,8],[3],[],[],[],[3],[],[21],[],[],[],[],[2],[],[21],[],[],[],[10,17],[0],[],[],[]]"
false,false,"[[],[5,16],[],[],[],[1],[21],[],[],[],[],[],[],[],[23],[],[1,24],[],[20],[],[18],[6],[24],[14],[16,22],[]]"
false,false,"[[],[6,13],[],[18],[],[],[1],[],[24],[15],[16],[],[],[1],[],[9],[10],[],[3],[],[],[],[],[],[8,25],[24]]"
false,false,"[[],[],[10],[],[],[14],[],[],[],[],[2],[],[],[23],[5],[],[],[],[19],[18],[],[],[],[13],[],[]]"
false,false,"[[],[],[],[],[20],[],[],[],[],[],[],[],[],[15],[],[13],[],[],[25],[23],[4],[],[],[19],[],[18]]"
false,false,"[[],[],[8],[],[],[],[11],[],[2],[],[],[6],[],[23],[],[],[],[],[],[],[],[],[],[13],[],[]]"
false,false,"[[22],[],[],[],[],[],[25],[],[],[],[],[],[],[21],[],[],[],[],[25],[21],[],[13,19],[0],[],[],[6,18]]"
false,false,"[[],[],[13,18],[24],[],[20],[],[16],[11],[],[],[8],[],[2],[18],[],[7],[22],[2,14],[],[5],[],[17],[],[3],[]]"
false,false,"[[7],[23],[],[],[],[],[18],[0,16],[],[],[],[],[],[],[],[],[7,24],[],[6],[],[21,23],[20],[],[1,20],[16],[]]"
false,false,"[[],[],[20],[],[],[],[],[],[],[],[],[15],[],[],[],[11],[],[],[],[],[2],[],[],[],[],[]]"
false,false,"[[15],[18],[],[12],[],[],[],[12],[12,21],[],[],[16],[3,7,8],[],[],[0],[11],[],[1],[],[],[8],[],[],[25],[24]]"
false,false,"[[13],[],[],[4],[3],[6],[5],[],[],[],[],[],[],[0],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[16,17],[],[13],[],[],[],[],[8],[],[],[6],[6,25],[],[],[],[],[],[],[],[17]]"
false,false,"[[],[4],[],[],[1],[20],[],[],[],[17,21],[],[25],[],[],[],[],[],[9],[],[],[5],[9],[],[],[],[11]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[19,25],[],[],[],[],[],[],[],[],[10],[],[],[],[],[],[10]]"
false,false,"[[],[],[],[18],[],[21],[8],[17],[6,22],[],[18],[],[],[17],[20],[22],[22],[7,13],[3,10],[],[14,25],[5],[8,15,16],[],[],[20]]"
false,false,"[[10],[],[],[],[],[],[],[],[],[23],[0],[],[23],[],[],[],[],[],[],[],[],[],[],[9,12],[],[]]"
false,false,"[[],[],[],[25],[23],[23],[],[17],[23],[],[],[],[],[],[],[],[],[7],[25],[],[],[],[],[4,5,8],[],[3,18]]"
false,false,"[[12],[],[25],[22],[],[],[22],[],[],[19],[],[],[0],[],[],[],[],[],[],[9],[],[],[3,6],[],[],[2]]"
false,false,"[[13,25],[],[],[],[],[],[],[],[],[],[],[],[],[0],[],[],[],[],[],[],[],[],[],[],[],[0]]"
false,false,"[[],[],[],[],[],[18],[],[],[],[24],[],[16,17],[],[15,19],[],[13,22],[11],[11],[5],[13],[],[],[15],[],[9],[]]"
false,false,"[[],[17],[],[],[],[18],[20],[16],[19],[],[],[],[24],[22,25],[],[],[7],[1],[5],[8],[6],[],[13],[],[12],[13]]"
false,false,"[[],[],[],[],[5],[4,14],[],[],[],[23],[],[],[],[],[5],[],[],[],[],[],[],[],[],[9],[],[]]"
false,false,"[[],[2,22],[1],[20],[6,14],[25],[4],[],[],[23],[],[21],[],[],[4],[],[],[],[],[],[3],[11],[1],[9],[],[5]]"
false,false,"[[],[],[],[],[15],[],[],[],[],[19],[],[],[],[],[],[4],[],[],[],[9],[],[],[],[],[],[]]"
false,false,"[[17],[14],[],[5],[17],[3,7],[],[5],[],[16],[],[],[],[],[1],[],[9],[0,4],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[23],[],[],[7,11],[6],[],[],[20,25],[6],[15],[14,18],[13],[12,21],[],[],[13],[25],[10],[15],[],[3],[],[10,19]]"
false,false,"[[],[],[6],[],[12],[],[2,22],[],[],[],[12],[],[4,10],[25],[],[],[],[],[],[],[],[],[6],[],[],[13]]"
false,false,"[[18],[],[],[],[],[],[9,19],[],[12],[6,23],[],[],[8],[],[],[],[],[],[0],[6],[],[],[],[9],[],[]]"
false,false,"[[],[],[21],[4],[3],[],[],[13],[25],[],[],[],[],[7],[],[],[],[],[],[],[25],[2],[],[],[],[8,20]]"
false,false,"[[],[],[13],[],[],[],[],[],[],[],[],[],[25],[2],[19],[],[],[],[],[14],[],[],[],[],[],[12]]"
false,false,"[[9],[],[],[8],[],[13],[],[14],[3,11],[0],[16],[8],[],[5],[7],[],[10],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[5],[18],[],[16],[],[24],[],[],[],[20],[]]"
false,false,"[[],[],[14],[],[],[],[],[],[],[22,25],[],[],[],[],[2,17],[22],[],[14],[22],[],[],[],[9,15,18],[],[],[9]]"
false,false,"[[],[21],[],[],[],[],[],[25],[],[],[19],[],[],[],[],[],[],[],[],[10],[],[1],[23],[22],[],[7]]"
false,false,"[[],[8,17],[],[],[21],[],[],[],[1],[],[],[12],[11],[],[25],[],[21,23],[1],[],[],[],[4,16],[],[16],[],[14]]"
false,false,"[[],[],[19],[21],[21],[22],[],[8],[7],[14],[],[14],[],[],[9,11,16],[],[14],[22],[],[2],[],[3,4],[5,17],[],[],[]]"
false,false,"[[],[17],[],[],[],[15],[],[],[],[],[],[],[],[21],[19],[5],[],[1],[],[14],[],[13],[],[],[],[]]"
false,false,"[[9,12,15,19],[],[10,11],[],[],[],[23],[9],[15,24],[0,7],[2],[2,25],[0],[],[18],[0,8],[25],[],[14],[0],[],[],[],[6],[8],[11,16]]"
false,false,"[[],[4],[19],[],[1],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[]]"
false,false,"[[22],[],[],[],[],[],[19],[],[],[],[21],[],[],[],[],[],[],[],[],[6],[],[10,23],[0],[21],[],[]]"
false,false,"[[],[10,22],[],[],[],[],[8],[16],[6],[],[1],[],[],[],[],[],[7],[],[],[],[],[],[1],[],[],[]]"
false,false,"[[],[],[17],[],[],[25],[24],[],[],[],[22],[],[],[],[],[],[25],[2],[],[],[],[],[10,25],[],[6],[5,16,22]]"
false,false,"[[6,8],[11],[],[],[18],[],[0],[],[0],[],[],[1,25],[],[],[],[],[],[],[4],[23],[],[],[],[19],[],[11]]"
false,false,"[[7],[5],[16],[22],[],[1],[],[0],[],[],[],[23],[],[19],[19],[],[2],[],[],[13,14],[],[],[3],[11],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[16,25],[],[14],[],[],[],[],[],[],[],[],[14]]"
false,false,"[[],[],[],[],[8],[12],[],[],[4],[20],[],[17],[5,21],[],[],[],[],[11,18],[17],[],[9],[12],[],[],[],[]]"
false,false,"[[],[23],[14],[],[6,25],[],[4],[],[],[11,17],[],[9,21],[],[],[2],[],[],[9],[],[20],[19],[11],[],[1],[],[4]]"
false,false,"[[13],[],[],[],[],[13],[],[],[],[],[],[25],[],[0,5],[],[],[],[],[],[],[],[],[],[],[],[11]]"
false,false,"[[],[9,15],[],[],[11],[],[11],[21],[],[1],[11],[4,6,10],[],[],[],[1],[],[],[],[],[],[7],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[11],[11],[9,10,13,22],[],[11],[],[],[],[],[],[],[],[],[11],[],[],[]]"
false,false,"[[],[6],[],[],[],[],[1],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[2],[1,25],[6],[],[25],[3],[23],[],[],[],[13],[14],[11],[12],[16,18],[15],[],[15],[],[],[],[],[7],[],[2,5]]"
false,false,"[[],[],[],[12,17,24],[],[10,18],[],[10,20],[15],[],[5,7,13],[],[3],[10],[],[8],[],[3,19],[5],[17],[7],[],[],[],[3],[]]"
false,false,"[[20],[],[25],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0],[],[],[],[],[2]]"
false,false,"[[15],[],[12],[],[19],[],[],[],[],[],[],[],[2],[],[18],[0],[],[],[14,20],[4],[18],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[9],[],[],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[13],[],[4],[9],[2],[],[7],[6],[],[3,17],[],[],[],[0],[],[16],[15],[9,21],[],[22],[],[17],[19],[],[],[]]"
false,false,"[[21],[],[],[19],[],[],[],[],[],[],[],[13],[],[11],[],[20],[],[],[],[3],[15],[0],[],[],[],[]]"
false,false,"[[],[],[],[],[16],[],[],[],[],[],[12],[],[10],[],[],[],[4,23],[],[19,24],[18],[24],[],[],[16],[18,20],[]]"
false,false,"[[],[],[],[],[],[],[9],[],[],[6],[],[],[],[],[24],[],[],[],[20],[],[18],[],[],[],[14],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[12,25],[],[23]]"
false,false,"[[],[11],[],[],[],[],[],[],[],[11],[],[1,9],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[],[],[],[25],[],[],[],[],[],[],[],[],[],[],[],[],[12]]"
false,false,"[[],[3],[],[1],[],[11],[10,16],[],[],[],[6],[5,18],[],[],[25],[],[6],[],[11,19],[18,21],[],[19],[],[],[25],[14,24]]"
false,false,"[[],[20],[15],[],[16],[11],[],[],[],[],[],[5],[14],[],[12],[2],[4],[],[],[],[1],[],[],[],[],[]]"
false,false,"[[],[],[22],[],[9,23],[],[17],[9,11],[],[4,7],[12,25],[7],[10],[],[18],[],[17],[6,16],[14],[],[],[],[2],[4],[],[10]]"
false,false,"[[],[],[3],[2],[5,18],[4],[21],[17],[],[],[],[14],[],[],[11],[],[],[7],[4],[],[],[6],[],[],[],[]]"
false,false,"[[7],[],[6],[],[],[],[2],[0],[],[],[],[],[],[],[],[],[19],[20],[],[16],[17],[],[],[],[],[]]"
false,false,"[[],[],[18],[],[6,16],[],[4],[],[],[],[],[18],[],[],[],[],[4],[],[2,11],[],[],[],[25],[],[],[22]]"
false,false,"[[],[6],[],[],[],[],[1],[],[],[],[],[],[],[],[],[],[22],[],[],[],[],[],[16],[],[],[]]"
false,false,"[[16,24],[8],[],[],[],[18],[],[],[1],[],[25],[12],[11],[],[15,25],[14,18,21],[0],[],[5,15],[],[],[15],[],[],[0],[10,14]]"
false,false,"[[24],[21],[],[],[9],[],[],[],[],[4],[],[],[],[],[],[],[],[24],[],[],[],[1],[],[],[0,17],[]]"
false,false,"[[],[],[19,25],[12],[],[10],[],[],[16],[],[5],[19],[3],[],[],[],[8],[],[],[2,11],[],[],[],[],[],[2]]"
false,false,"[[],[],[],[],[],[12,14],[],[],[18],[],[],[24],[5],[],[5],[],[],[],[8],[],[],[],[],[],[11],[]]"
false,false,"[[],[],[],[],[],[],[],[20],[18],[],[],[17],[],[],[],[],[],[11],[8],[],[7,25],[],[],[24],[23],[20]]"
false,false,"[[],[20],[],[],[],[],[],[],[],[],[],[17],[],[24],[],[],[],[11],[],[],[1],[],[],[],[13],[]]"
false,false,"[[],[22],[],[],[],[9],[20],[],[],[5,22],[],[20],[],[],[23],[],[],[],[],[],[6,11],[],[1,9],[14],[],[]]"
false,false,"[[],[],[],[8],[5],[4,16],[],[],[3],[16],[18],[],[23],[],[],[],[5,9],[],[10],[],[23],[],[],[12,20],[],[]]"
false,false,"[[],[7],[16],[20],[],[],[],[1,14],[],[],[],[],[],[],[7],[],[2],[],[],[],[3],[],[],[],[],[]]"
false,false,"[[],[],[21],[15],[],[17],[],[14,16],[],[],[19],[],[],[],[7],[3],[7],[5],[],[10],[],[2],[],[],[],[]]"
false,false,"[[],[],[],[],[],[],[],[],[],[11],[],[9,22],[],[],[],[],[],[],[],[],[],[],[11],[],[],[]]"
false,false,"[[],[],[],[7],[],[24],[],[3,24],[12],[],[],[],[8,18],[20],[],[],[],[],[12],[],[13],[],[],[],[5,7],[]]"
false,false,"[[5],[],[16],[],[],[0],[],[],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[]]"
false,false,"[[],[],[],[18],[],[],[],[17],[],[],[],[14],[],[],[11],[],[19],[7],[3],[16],[],[],[],[],[],[]]"
false,false,"[[],[],[],[10],[],[],[],[22],[12,24,25],[],[3,17],[],[8],[],[],[],[23],[10],[],[],[],[],[7,25],[16],[8],[8,22]]"
false,false,"[[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[1],[25],[],[],[],[],[],[],[],[],[16]]"
false,false,"[[],[],[20],[14],[],[],[],[],[],[],[],[],[],[],[3,22],[],[],[],[],[],[2],[],[14],[24],[23],[]]"
false,false,"[[],[10],[9],[],[],[],[],[],[],[2],[1,21],[],[20],[],[],[],[],[19],[],[17],[12],[10],[],[],[],[]]"
false,false,"[[],[],[20],[],[],[],[],[],[],[],[],[25],[],[],[19],[17],[],[15,18],[17,21],[14],[2],[18],[],[],[],[11]]"
false,false,"[[],[],[],[],[],[],[],[],[12],[],[],[22],[8,18],[],[],[16],[15],[],[12],[],[22],[],[11,20],[],[],[]]"
false,false,"[[],[],[],[],[18],[20],[],[11],[],[],[25],[7],[],[],[15],[14],[],[],[4,20],[],[5,18],[],[],[],[],[10]]"
false,false,"[[8],[],[],[],[],[],[14],[],[0],[18],[],[],[],[],[6],[],[21],[],[9],[],[],[16],[],[],[],[]]"
false,false,"[[],[],[11],[24],[],[],[],[12],[],[],[14],[2,21],[7],[],[10],[23],[22],[23],[],[24],[],[11],[16],[15,17],[3,19],[]]"
false,false,"[[],[],[],[],[],[],[8],[],[6],[11,17,23],[],[9],[],[],[],[],[],[9],[19],[18,22],[],[],[19],[9],[],[]]"
false,false,"[[21],[2],[1,11],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[0],[],[],[],[]]"
false,false,"[[],[8],[],[],[13],[],[],[],[1,12,25],[],[],[],[8,17],[4],[],[],[],[12,18],[17],[],[],[],[],[],[],[8]]"
false,false,"[[7,15,18],[],[],[7],[11,15],[],[20],[0,3,11],[],[],[],[4,7,21],[],[],[],[0,4],[],[],[0],[],[6],[11],[],[],[],[]]"
false,false,"[[],[18],[],[6],[],[21],[3],[17],[],[],[],[],[14],[23],[12],[],[],[7],[1],[],[23],[5],[],[13,20],[],[]]"
false,false,"[[],[],[],[17],[],[],[],[21],[13],[],[],[],[],[8,16,19],[],[],[13],[3],[],[13],[],[7],[],[],[],[]]"
false,false,"[[],[3],[],[1],[],[],[],[],[],[13],[],[],[],[9],[],[],[],[],[],[24],[],[],[],[],[19],[]]"
